Control,Source,Target,Seed,Site_ID,RMSE_kW,Skill
within_same_half,Ausgrid-A,Ausgrid-A,42,7,0.2685696047970419,0.13032860496899046
within_same_half,Ausgrid-A,Ausgrid-A,42,71,0.5026435690221964,0.11269065248163002
within_same_half,Ausgrid-A,Ausgrid-A,42,74,0.6405800614024071,0.05255339389911062
within_same_half,Ausgrid-A,Ausgrid-A,42,76,0.3881459036539165,0.12112746929637808
within_same_half,Ausgrid-A,Ausgrid-A,42,77,0.38044352757339556,0.07003145613805961
within_same_half,Ausgrid-A,Ausgrid-A,42,78,0.6029896337522173,0.11069309070538813
within_same_half,Ausgrid-A,Ausgrid-A,42,79,0.5154228981276553,0.08787338471477979
within_same_half,Ausgrid-A,Ausgrid-A,42,83,0.3624287910498044,0.16368877830411654
within_same_half,Ausgrid-A,Ausgrid-A,42,86,0.5343223083559204,0.08111406625760698
within_same_half,Ausgrid-A,Ausgrid-A,42,87,0.15648197804423822,0.08201327753055099
within_same_half,Ausgrid-A,Ausgrid-A,42,90,0.18494928436322144,0.04612595880225501
within_same_half,Ausgrid-A,Ausgrid-A,42,91,0.5715573395250404,0.0505155949080458
within_same_half,Ausgrid-A,Ausgrid-A,42,92,0.2737083460356032,0.012145229188177065
within_same_half,Ausgrid-A,Ausgrid-A,42,93,0.3436768715989659,0.09730732109327911
within_same_half,Ausgrid-A,Ausgrid-A,42,94,0.4082769308830578,0.09139829810487676
within_same_half,Ausgrid-A,Ausgrid-A,42,95,0.7600503168853887,0.09815875193740586
within_same_half,Ausgrid-A,Ausgrid-A,7,1,0.5558847959259033,0.10003305901950432
within_same_half,Ausgrid-A,Ausgrid-A,7,103,0.33489569654506,0.045688761635885644
within_same_half,Ausgrid-A,Ausgrid-A,7,104,0.8857545726382432,-0.0049021047542257
within_same_half,Ausgrid-A,Ausgrid-A,7,106,0.5472699232612303,0.083681188253516
within_same_half,Ausgrid-A,Ausgrid-A,7,108,0.37285202168294496,0.12956973161298213
within_same_half,Ausgrid-A,Ausgrid-A,7,110,0.39856786225257457,0.09445512229131392
within_same_half,Ausgrid-A,Ausgrid-A,7,111,0.4689393310112879,-0.054321888278294095
within_same_half,Ausgrid-A,Ausgrid-A,7,114,0.7488682890218366,0.06459798967277974
within_same_half,Ausgrid-A,Ausgrid-A,7,115,0.2146340965507321,0.09096761431839662
within_same_half,Ausgrid-A,Ausgrid-A,7,121,0.6665372624780521,0.0481050310301131
within_same_half,Ausgrid-A,Ausgrid-A,7,124,0.6298344720181106,0.10962690700697486
within_same_half,Ausgrid-A,Ausgrid-A,7,127,0.3500185076283903,0.11676734752350693
within_same_half,Ausgrid-A,Ausgrid-A,7,129,0.4405849822636615,0.06349480392794149
within_same_half,Ausgrid-A,Ausgrid-A,7,130,0.3811396174754333,0.05091286555089425
within_same_half,Ausgrid-A,Ausgrid-A,7,131,0.4126545485611959,0.03287286594300143
within_same_half,Ausgrid-A,Ausgrid-A,7,132,0.1698833948109403,0.051423551862823214
within_same_half,Ausgrid-A,Ausgrid-A,7,134,0.6274049054192758,0.060999668889253456
within_same_half,Ausgrid-A,Ausgrid-A,7,136,0.18461307453628129,0.04189812723230024
within_same_half,Ausgrid-A,Ausgrid-A,7,137,0.40334372945358393,0.13383767115182088
within_same_half,Ausgrid-A,Ausgrid-A,7,138,0.3911161335261877,-0.10512534152302822
within_same_half,Ausgrid-A,Ausgrid-A,7,139,0.4765779531897184,0.10987943285961665
within_same_half,Ausgrid-A,Ausgrid-A,7,14,0.5039885016526751,0.1351370333017593
within_same_half,Ausgrid-A,Ausgrid-A,7,140,0.2562092296996102,0.09016899050207194
within_same_half,Ausgrid-A,Ausgrid-A,7,141,0.5622436906551445,-0.023835934975278583
within_same_half,Ausgrid-A,Ausgrid-A,7,144,0.2763878976140147,0.1098124806897598
within_same_half,Ausgrid-A,Ausgrid-A,7,146,0.24251719476806688,0.09156979977516888
within_same_half,Ausgrid-A,Ausgrid-A,7,148,0.5034361526129526,0.10786308793253119
within_same_half,Ausgrid-A,Ausgrid-A,7,153,0.2580646348347902,0.13668335725722192
within_same_half,Ausgrid-A,Ausgrid-A,7,154,0.33942245607484306,0.09136982793025406
within_same_half,Ausgrid-A,Ausgrid-A,7,156,0.7156717221236362,0.10864499516308779
within_same_half,Ausgrid-A,Ausgrid-A,7,157,0.4650925584350777,0.08749786384308134
within_same_half,Ausgrid-A,Ausgrid-A,7,158,0.4465685271617614,0.04082887441844929
within_same_half,Ausgrid-A,Ausgrid-A,7,160,0.5139650575124778,0.04598296087390075
within_same_half,Ausgrid-A,Ausgrid-A,7,162,0.3370204638594383,0.10108507514905074
within_same_half,Ausgrid-A,Ausgrid-A,7,163,0.2187626397280955,0.13719904698140573
within_same_half,Ausgrid-A,Ausgrid-A,7,164,0.28348168143196073,0.023989220800733513
within_same_half,Ausgrid-A,Ausgrid-A,7,166,0.5564480669047699,0.05554306576816104
within_same_half,Ausgrid-A,Ausgrid-A,7,167,0.43454316195906467,0.13518565430764662
within_same_half,Ausgrid-A,Ausgrid-A,7,173,0.31187043534633957,0.1100982859192815
within_same_half,Ausgrid-A,Ausgrid-A,7,174,0.23480311543005572,0.11072295418679545
within_same_half,Ausgrid-A,Ausgrid-A,7,175,0.8680102368060516,0.1113288790759217
within_same_half,Ausgrid-A,Ausgrid-A,7,180,0.2743082675725505,0.05859958175877833
within_same_half,Ausgrid-A,Ausgrid-A,7,181,0.392919035482776,0.07094253771714498
within_same_half,Ausgrid-A,Ausgrid-A,7,182,0.1920613939036114,0.0801912870528082
within_same_half,Ausgrid-A,Ausgrid-A,7,183,0.2505551542325044,0.07861454471032181
within_same_half,Ausgrid-A,Ausgrid-A,7,184,0.35937942272121204,0.12910143880326452
within_same_half,Ausgrid-A,Ausgrid-A,7,187,0.35152397775876476,0.13311130372162294
within_same_half,Ausgrid-A,Ausgrid-A,7,188,0.7218658225115887,0.13883928679989377
within_same_half,Ausgrid-A,Ausgrid-A,7,189,0.7049387108564762,0.15791547202538103
within_same_half,Ausgrid-A,Ausgrid-A,7,191,0.7662425063252449,0.1317484967614796
within_same_half,Ausgrid-A,Ausgrid-A,7,192,0.39384123964119094,0.0005675163622190782
within_same_half,Ausgrid-A,Ausgrid-A,7,195,0.35032800270042763,0.11183840993438254
within_same_half,Ausgrid-A,Ausgrid-A,7,196,0.3013547881501125,0.13204384887317644
within_same_half,Ausgrid-A,Ausgrid-A,7,198,0.917369051415214,0.11327109947382841
within_same_half,Ausgrid-A,Ausgrid-A,7,2,0.39840107131360575,0.04845564619743448
within_same_half,Ausgrid-A,Ausgrid-A,7,203,0.47474849823938076,0.07296174938754485
within_same_half,Ausgrid-A,Ausgrid-A,7,204,0.3319545668704107,0.05136917741237401
within_same_half,Ausgrid-A,Ausgrid-A,7,205,0.40988018730820747,0.06282140648017087
within_same_half,Ausgrid-A,Ausgrid-A,7,206,0.38428572922562,0.0862348419342921
within_same_half,Ausgrid-A,Ausgrid-A,7,208,0.364369440735616,0.0940027060003864
within_same_half,Ausgrid-A,Ausgrid-A,7,209,0.4287902153369108,0.13380698803980196
within_same_half,Ausgrid-A,Ausgrid-A,7,21,0.5461348499626472,0.07893827606525994
within_same_half,Ausgrid-A,Ausgrid-A,7,210,0.551830573881666,0.09062368930483922
within_same_half,Ausgrid-A,Ausgrid-A,7,212,0.7254197254055313,0.11871216436646481
within_same_half,Ausgrid-A,Ausgrid-A,7,214,0.3646344089827812,0.06811895107512589
within_same_half,Ausgrid-A,Ausgrid-A,7,216,0.26567851005407395,0.11072793145467397
within_same_half,Ausgrid-A,Ausgrid-A,7,218,0.4173935021056048,0.04870653435951411
within_same_half,Ausgrid-A,Ausgrid-A,7,219,0.27633271855991376,0.05839844349242396
within_same_half,Ausgrid-A,Ausgrid-A,7,223,0.4758692935009216,0.0645639898867616
within_same_half,Ausgrid-A,Ausgrid-A,7,225,0.320485628264605,0.07197687847364354
within_same_half,Ausgrid-A,Ausgrid-A,7,226,0.5173269821217605,0.13197646213529912
within_same_half,Ausgrid-A,Ausgrid-A,7,229,0.46484077053562634,-0.0013525220018657524
within_same_half,Ausgrid-A,Ausgrid-A,7,231,0.7620252217439644,0.14549894748837056
within_same_half,Ausgrid-A,Ausgrid-A,7,232,0.48494676892848365,0.022214087137011895
within_same_half,Ausgrid-A,Ausgrid-A,7,233,0.2079032190036189,0.11501663252490835
within_same_half,Ausgrid-A,Ausgrid-A,7,234,0.32596603196015167,-0.025223662437335426
within_same_half,Ausgrid-A,Ausgrid-A,7,235,0.36271645156211174,0.12904472892298857
within_same_half,Ausgrid-A,Ausgrid-A,7,236,0.4486611035107907,0.06180355138715199
within_same_half,Ausgrid-A,Ausgrid-A,7,239,0.24163324505174602,0.060699486790722346
within_same_half,Ausgrid-A,Ausgrid-A,7,242,0.6595772441976279,0.04311785659995193
within_same_half,Ausgrid-A,Ausgrid-A,7,243,0.32886861524404926,-0.013549188259935896
within_same_half,Ausgrid-A,Ausgrid-A,7,244,0.28764930955106016,0.0823870557375771
within_same_half,Ausgrid-A,Ausgrid-A,7,245,0.20584012326683448,0.03744313981724434
within_same_half,Ausgrid-A,Ausgrid-A,7,247,0.24405723413568542,0.03133690464456951
within_same_half,Ausgrid-A,Ausgrid-A,7,249,0.4032697019808254,0.06761434593537374
within_same_half,Ausgrid-A,Ausgrid-A,7,25,0.5972858942113087,0.04037787402272919
within_same_half,Ausgrid-A,Ausgrid-A,7,250,0.2729217499425106,-0.03129798983145515
within_same_half,Ausgrid-A,Ausgrid-A,7,252,0.2576509690916958,0.17156024054189833
within_same_half,Ausgrid-A,Ausgrid-A,7,255,0.5857516321430012,0.0859983781017093
within_same_half,Ausgrid-A,Ausgrid-A,7,260,0.6497516694168256,0.04914123034959672
within_same_half,Ausgrid-A,Ausgrid-A,7,262,0.33346425996147705,0.02887626009409816
within_same_half,Ausgrid-A,Ausgrid-A,7,263,0.2914932411943391,0.07274644810974851
within_same_half,Ausgrid-A,Ausgrid-A,7,266,0.5163374275532941,0.138267599197336
within_same_half,Ausgrid-A,Ausgrid-A,7,267,0.8769017447307752,0.08095367385637309
within_same_half,Ausgrid-A,Ausgrid-A,7,27,0.47094929415764764,0.08582598970842059
within_same_half,Ausgrid-A,Ausgrid-A,7,272,0.416162230041415,0.1116641243226486
within_same_half,Ausgrid-A,Ausgrid-A,7,274,0.38480214966837056,0.07775832842181296
within_same_half,Ausgrid-A,Ausgrid-A,7,275,0.4890680684561557,0.015172154192991338
within_same_half,Ausgrid-A,Ausgrid-A,7,276,0.5626575246958699,0.06968680431572749
within_same_half,Ausgrid-A,Ausgrid-A,7,277,0.3168677453987082,-0.10991962247384901
within_same_half,Ausgrid-A,Ausgrid-A,7,279,0.531029469543567,0.07831420640979991
within_same_half,Ausgrid-A,Ausgrid-A,7,28,0.3440957459869939,0.060532332592731164
within_same_half,Ausgrid-A,Ausgrid-A,7,283,0.23527357096864232,0.05633540266960857
within_same_half,Ausgrid-A,Ausgrid-A,7,284,0.32254074216407785,0.12075860251274684
within_same_half,Ausgrid-A,Ausgrid-A,7,285,0.4589540758973637,0.01201748037077055
within_same_half,Ausgrid-A,Ausgrid-A,7,287,0.436719783155057,0.11756806531260411
within_same_half,Ausgrid-A,Ausgrid-A,7,288,0.45953026469602537,0.12249609439560771
within_same_half,Ausgrid-A,Ausgrid-A,7,289,0.6007780813537532,0.08364914302013271
within_same_half,Ausgrid-A,Ausgrid-A,7,290,0.5084857814735982,0.07730975035010113
within_same_half,Ausgrid-A,Ausgrid-A,7,293,0.8894046790590059,0.08693622531019396
within_same_half,Ausgrid-A,Ausgrid-A,7,294,0.5976284778860518,0.029277058956276192
within_same_half,Ausgrid-A,Ausgrid-A,7,296,0.25001155535757225,0.06908509177355293
within_same_half,Ausgrid-A,Ausgrid-A,7,297,0.31764432519998503,0.013287618084922959
within_same_half,Ausgrid-A,Ausgrid-A,7,299,0.6514072278714935,0.023239603352288807
within_same_half,Ausgrid-A,Ausgrid-A,7,30,0.2549540114517886,0.12142716198776271
within_same_half,Ausgrid-A,Ausgrid-A,7,32,0.3949265556807069,0.12089000284725726
within_same_half,Ausgrid-A,Ausgrid-A,7,33,0.5970278544639479,0.0280502024021263
within_same_half,Ausgrid-A,Ausgrid-A,7,35,0.5627811370192315,0.06763908093722137
within_same_half,Ausgrid-A,Ausgrid-A,7,38,0.44016862457180045,0.09148505374463167
within_same_half,Ausgrid-A,Ausgrid-A,7,39,0.37846717047337985,0.10457151424850275
within_same_half,Ausgrid-A,Ausgrid-A,7,43,0.3267820254399578,0.047308183640695
within_same_half,Ausgrid-A,Ausgrid-A,7,47,0.37934817552161315,0.05651577936739738
within_same_half,Ausgrid-A,Ausgrid-A,7,48,0.502738961279555,0.11795566920504286
within_same_half,Ausgrid-A,Ausgrid-A,7,50,0.4516217383761823,0.12875461771944752
within_same_half,Ausgrid-A,Ausgrid-A,7,53,0.37286607011924716,0.06301183860348991
within_same_half,Ausgrid-A,Ausgrid-A,7,54,0.37481828835035247,0.04305523849133708
within_same_half,Ausgrid-A,Ausgrid-A,7,55,0.41826589081805354,0.07599371003244293
within_same_half,Ausgrid-A,Ausgrid-A,7,56,0.5439242553107861,0.08845807815708395
within_same_half,Ausgrid-A,Ausgrid-A,7,59,0.3606168968955664,0.10888009407011268
within_same_half,Ausgrid-A,Ausgrid-A,7,61,0.3804586590714011,0.08429429706606373
within_same_half,Ausgrid-A,Ausgrid-A,7,62,0.6859947198451045,-0.01058217724866517
within_same_half,Ausgrid-A,Ausgrid-A,7,67,0.34470987969670014,0.0894174901114112
within_same_half,Ausgrid-A,Ausgrid-A,7,68,0.3893386640495748,0.04435131300085593
within_same_half,Ausgrid-A,Ausgrid-A,7,69,0.358142136898243,0.07745478185795085
within_same_half,Ausgrid-A,Ausgrid-A,7,7,0.26990681628172447,0.12599850001085788
within_same_half,Ausgrid-A,Ausgrid-A,7,71,0.4989056105412646,0.11928921596712028
within_same_half,Ausgrid-A,Ausgrid-A,7,74,0.6353716892623683,0.060256809607346806
within_same_half,Ausgrid-A,Ausgrid-A,7,76,0.39108922791994455,0.11446294747091545
within_same_half,Ausgrid-A,Ausgrid-A,7,77,0.38357119919874477,0.06238607379798766
within_same_half,Ausgrid-A,Ausgrid-A,7,78,0.6062927970545733,0.10582148797312507
within_same_half,Ausgrid-A,Ausgrid-A,7,79,0.5180367739224485,0.08324769639138252
within_same_half,Ausgrid-A,Ausgrid-A,7,83,0.3747559037257052,0.13524373498373443
within_same_half,Ausgrid-A,Ausgrid-A,7,86,0.5368019643464207,0.07684974681116341
within_same_half,Ausgrid-A,Ausgrid-A,7,87,0.1587691733348687,0.06859566270528428
within_same_half,Ausgrid-A,Ausgrid-A,7,90,0.18609872493674687,0.04019773080850897
within_same_half,Ausgrid-A,Ausgrid-A,7,91,0.5722356923983049,0.049388699267358005
within_same_half,Ausgrid-A,Ausgrid-A,7,92,0.27414304325932615,0.010576341236702147
within_same_half,Ausgrid-A,Ausgrid-A,7,93,0.34305397375399466,0.09894340827524839
within_same_half,Ausgrid-A,Ausgrid-A,7,94,0.41156413900315436,0.08408276625265287
within_same_half,Ausgrid-A,Ausgrid-A,7,95,0.766134329450628,0.09093973845478764
within_same_half,Ausgrid-A,Ausgrid-A,123,1,0.550539262422916,0.10868737637060089
within_same_half,Ausgrid-A,Ausgrid-A,123,103,0.33105187273110365,0.05664203545156343
within_same_half,Ausgrid-A,Ausgrid-A,123,104,0.8996766668607168,-0.020696933501290316
within_same_half,Ausgrid-A,Ausgrid-A,123,106,0.5414882451715581,0.09336171366126833
within_same_half,Ausgrid-A,Ausgrid-A,123,108,0.37293672506071396,0.1293719899365069
within_same_half,Ausgrid-A,Ausgrid-A,123,110,0.3878289877528851,0.11885380998427131
within_same_half,Ausgrid-A,Ausgrid-A,123,111,0.4650072419053416,-0.0454813254657882
within_same_half,Ausgrid-A,Ausgrid-A,123,114,0.748413930644533,0.06516552303715006
within_same_half,Ausgrid-A,Ausgrid-A,123,115,0.21337007672558092,0.09632107388363598
within_same_half,Ausgrid-A,Ausgrid-A,123,121,0.6584811209850512,0.05961016508366446
within_same_half,Ausgrid-A,Ausgrid-A,123,124,0.6222613356761401,0.12033276247857616
within_same_half,Ausgrid-A,Ausgrid-A,123,127,0.35215983928632744,0.11136393599282401
within_same_half,Ausgrid-A,Ausgrid-A,123,129,0.4432285761312791,0.05787559425672639
within_same_half,Ausgrid-A,Ausgrid-A,123,130,0.37995521811730937,0.05386217373431246
within_same_half,Ausgrid-A,Ausgrid-A,123,131,0.4100905561948142,0.03888202444540667
within_same_half,Ausgrid-A,Ausgrid-A,123,132,0.17108320675426966,0.044724172250692695
within_same_half,Ausgrid-A,Ausgrid-A,123,134,0.6296185990985294,0.057686562664163055
within_same_half,Ausgrid-A,Ausgrid-A,123,136,0.18034619967376406,0.06404228363569597
within_same_half,Ausgrid-A,Ausgrid-A,123,137,0.4049155123801427,0.13046233874748114
within_same_half,Ausgrid-A,Ausgrid-A,123,138,0.3871555112002083,-0.09393433270122342
within_same_half,Ausgrid-A,Ausgrid-A,123,139,0.472637015955133,0.11724005301175655
within_same_half,Ausgrid-A,Ausgrid-A,123,14,0.5069648829921456,0.13002945250013664
within_same_half,Ausgrid-A,Ausgrid-A,123,140,0.25239626221237926,0.10370931479935619
within_same_half,Ausgrid-A,Ausgrid-A,123,141,0.5610986639141516,-0.02175086129028969
within_same_half,Ausgrid-A,Ausgrid-A,123,144,0.27516304641613426,0.113757469811129
within_same_half,Ausgrid-A,Ausgrid-A,123,146,0.2419471965325556,0.09370492100526773
within_same_half,Ausgrid-A,Ausgrid-A,123,148,0.5043437985365746,0.10625465272709744
within_same_half,Ausgrid-A,Ausgrid-A,123,153,0.25512860282260047,0.1465054132757525
within_same_half,Ausgrid-A,Ausgrid-A,123,154,0.33659157981530946,0.09894805246069294
within_same_half,Ausgrid-A,Ausgrid-A,123,156,0.733085014061256,0.0869570837374044
within_same_half,Ausgrid-A,Ausgrid-A,123,157,0.4704627836346207,0.0769615912724878
within_same_half,Ausgrid-A,Ausgrid-A,123,158,0.4518022400690437,0.029587539673803787
within_same_half,Ausgrid-A,Ausgrid-A,123,160,0.5065828811670824,0.05968568621757819
within_same_half,Ausgrid-A,Ausgrid-A,123,162,0.3341879817737486,0.10863998855710233
within_same_half,Ausgrid-A,Ausgrid-A,123,163,0.21798729047831245,0.14025702832806786
within_same_half,Ausgrid-A,Ausgrid-A,123,164,0.2828463738438038,0.02617654751269638
within_same_half,Ausgrid-A,Ausgrid-A,123,166,0.5585568298942643,0.0519638713266064
within_same_half,Ausgrid-A,Ausgrid-A,123,167,0.4377370898125373,0.12882919799077164
within_same_half,Ausgrid-A,Ausgrid-A,123,173,0.3123501712588675,0.10872939113965752
within_same_half,Ausgrid-A,Ausgrid-A,123,174,0.23471774673640117,0.11104627366047026
within_same_half,Ausgrid-A,Ausgrid-A,123,175,0.8625204328089257,0.11694935457829692
within_same_half,Ausgrid-A,Ausgrid-A,123,180,0.27364060921219946,0.06089092304877608
within_same_half,Ausgrid-A,Ausgrid-A,123,181,0.4000940117422259,0.053977298994735357
within_same_half,Ausgrid-A,Ausgrid-A,123,182,0.19252079117819362,0.07799116964619923
within_same_half,Ausgrid-A,Ausgrid-A,123,183,0.25187597594995076,0.0737573869192013
within_same_half,Ausgrid-A,Ausgrid-A,123,184,0.35671590176707835,0.1355560559015614
within_same_half,Ausgrid-A,Ausgrid-A,123,187,0.35134058256564743,0.1335635722151659
within_same_half,Ausgrid-A,Ausgrid-A,123,188,0.7225136367023615,0.13806646709691073
within_same_half,Ausgrid-A,Ausgrid-A,123,189,0.7038820212828028,0.1591777405420034
within_same_half,Ausgrid-A,Ausgrid-A,123,191,0.7628994886184218,0.13553656662884095
within_same_half,Ausgrid-A,Ausgrid-A,123,192,0.3890008505828957,0.012850745164546984
within_same_half,Ausgrid-A,Ausgrid-A,123,195,0.34254079435361323,0.1315807636547992
within_same_half,Ausgrid-A,Ausgrid-A,123,196,0.3019544329104001,0.13031676379390011
within_same_half,Ausgrid-A,Ausgrid-A,123,198,0.9170665502233154,0.113563497117815
within_same_half,Ausgrid-A,Ausgrid-A,123,2,0.39702945696260833,0.05173162105107343
within_same_half,Ausgrid-A,Ausgrid-A,123,203,0.4657231340984576,0.09058551821539895
within_same_half,Ausgrid-A,Ausgrid-A,123,204,0.3287002938387791,0.06066895518626014
within_same_half,Ausgrid-A,Ausgrid-A,123,205,0.40507285669726684,0.0738132218448847
within_same_half,Ausgrid-A,Ausgrid-A,123,206,0.38287696945747796,0.08958462959048985
within_same_half,Ausgrid-A,Ausgrid-A,123,208,0.3622947414200685,0.0991614041666049
within_same_half,Ausgrid-A,Ausgrid-A,123,209,0.42376679213986246,0.14395473375266332
within_same_half,Ausgrid-A,Ausgrid-A,123,21,0.5475347913185274,0.07657726138410037
within_same_half,Ausgrid-A,Ausgrid-A,123,210,0.5524180728702102,0.0896555340629479
within_same_half,Ausgrid-A,Ausgrid-A,123,212,0.7275542114243595,0.11611904965253617
within_same_half,Ausgrid-A,Ausgrid-A,123,214,0.3640162205320458,0.0696988296815132
within_same_half,Ausgrid-A,Ausgrid-A,123,216,0.2635371459259902,0.11789544871943969
within_same_half,Ausgrid-A,Ausgrid-A,123,218,0.4161565200434673,0.05152577554772053
within_same_half,Ausgrid-A,Ausgrid-A,123,219,0.2766366080441934,0.057362942474320944
within_same_half,Ausgrid-A,Ausgrid-A,123,223,0.4856012642052917,0.04543345137426302
within_same_half,Ausgrid-A,Ausgrid-A,123,225,0.3173277639015498,0.08112103623019584
within_same_half,Ausgrid-A,Ausgrid-A,123,226,0.5146299370623408,0.13650183714020647
within_same_half,Ausgrid-A,Ausgrid-A,123,229,0.4656678369300255,-0.0031341751450277844
within_same_half,Ausgrid-A,Ausgrid-A,123,231,0.7643212107746983,0.14292432792548104
within_same_half,Ausgrid-A,Ausgrid-A,123,232,0.4838216182203784,0.024482700070889152
within_same_half,Ausgrid-A,Ausgrid-A,123,233,0.2056485331625446,0.12461417256202345
within_same_half,Ausgrid-A,Ausgrid-A,123,234,0.3325805905598999,-0.04602767674600816
within_same_half,Ausgrid-A,Ausgrid-A,123,235,0.3659302556235773,0.12132773793598672
within_same_half,Ausgrid-A,Ausgrid-A,123,236,0.44659300411253183,0.066128159639666
within_same_half,Ausgrid-A,Ausgrid-A,123,239,0.2397080834978146,0.068183164110171
within_same_half,Ausgrid-A,Ausgrid-A,123,242,0.6569203407318076,0.04697236114137815
within_same_half,Ausgrid-A,Ausgrid-A,123,243,0.3201635468483677,0.01327920033422303
within_same_half,Ausgrid-A,Ausgrid-A,123,244,0.28706939460613523,0.08423700789238975
within_same_half,Ausgrid-A,Ausgrid-A,123,245,0.20582525372499016,0.03751267329440544
within_same_half,Ausgrid-A,Ausgrid-A,123,247,0.24215960816985255,0.03886858158256423
within_same_half,Ausgrid-A,Ausgrid-A,123,249,0.40699798297104356,0.05899431895956453
within_same_half,Ausgrid-A,Ausgrid-A,123,25,0.5891112275616704,0.053511602887764353
within_same_half,Ausgrid-A,Ausgrid-A,123,250,0.27071763803329,-0.02296924292205116
within_same_half,Ausgrid-A,Ausgrid-A,123,252,0.25641082808833465,0.17554773617655672
within_same_half,Ausgrid-A,Ausgrid-A,123,255,0.588819359991638,0.08121152293079259
within_same_half,Ausgrid-A,Ausgrid-A,123,260,0.6500261868399393,0.04873949640803754
within_same_half,Ausgrid-A,Ausgrid-A,123,262,0.3353106334324405,0.02349920076368528
within_same_half,Ausgrid-A,Ausgrid-A,123,263,0.2960238299603244,0.0583344346160527
within_same_half,Ausgrid-A,Ausgrid-A,123,266,0.5160564597827348,0.13873651548841237
within_same_half,Ausgrid-A,Ausgrid-A,123,267,0.8680042699994573,0.0902787681590238
within_same_half,Ausgrid-A,Ausgrid-A,123,27,0.4705815061630734,0.08653991417992535
within_same_half,Ausgrid-A,Ausgrid-A,123,272,0.4177398010239488,0.10829665654434284
within_same_half,Ausgrid-A,Ausgrid-A,123,274,0.38545732599565696,0.07618809054300746
within_same_half,Ausgrid-A,Ausgrid-A,123,275,0.49347886427581805,0.0062902115237735146
within_same_half,Ausgrid-A,Ausgrid-A,123,276,0.5730579536248371,0.052490453340727994
within_same_half,Ausgrid-A,Ausgrid-A,123,277,0.3092036396714155,-0.08307390700119077
within_same_half,Ausgrid-A,Ausgrid-A,123,279,0.5305384616558697,0.0791664284061051
within_same_half,Ausgrid-A,Ausgrid-A,123,28,0.3401634516217987,0.07126848221943516
within_same_half,Ausgrid-A,Ausgrid-A,123,283,0.23330899944264993,0.06421515129742805
within_same_half,Ausgrid-A,Ausgrid-A,123,284,0.32631763546655196,0.11046284600413725
within_same_half,Ausgrid-A,Ausgrid-A,123,285,0.4595806632889595,0.010668636505060558
within_same_half,Ausgrid-A,Ausgrid-A,123,287,0.43718830319439467,0.11662137807584627
within_same_half,Ausgrid-A,Ausgrid-A,123,288,0.45622954067640475,0.12879904861007108
within_same_half,Ausgrid-A,Ausgrid-A,123,289,0.6030121841482922,0.0802415253424974
within_same_half,Ausgrid-A,Ausgrid-A,123,290,0.505904111931413,0.08199440703310434
within_same_half,Ausgrid-A,Ausgrid-A,123,293,0.8877583998363808,0.08862629728372318
within_same_half,Ausgrid-A,Ausgrid-A,123,294,0.6077158352611493,0.012892248692296882
within_same_half,Ausgrid-A,Ausgrid-A,123,296,0.25420322885246105,0.05347744779394259
within_same_half,Ausgrid-A,Ausgrid-A,123,297,0.3161870112223683,0.01781453587307169
within_same_half,Ausgrid-A,Ausgrid-A,123,299,0.6502366743364866,0.02499480391843345
within_same_half,Ausgrid-A,Ausgrid-A,123,30,0.2556672333804981,0.11896939554403918
within_same_half,Ausgrid-A,Ausgrid-A,123,32,0.39375182899990435,0.12350495480265455
within_same_half,Ausgrid-A,Ausgrid-A,123,33,0.5883814243868989,0.04212642330287064
within_same_half,Ausgrid-A,Ausgrid-A,123,35,0.5548426025144026,0.08079087093170523
within_same_half,Ausgrid-A,Ausgrid-A,123,38,0.43746366279292664,0.09706813729027741
within_same_half,Ausgrid-A,Ausgrid-A,123,39,0.3800628067724885,0.10079634348974476
within_same_half,Ausgrid-A,Ausgrid-A,123,43,0.3215307139741213,0.06261772048538738
within_same_half,Ausgrid-A,Ausgrid-A,123,47,0.37982013679235227,0.05534195531755248
within_same_half,Ausgrid-A,Ausgrid-A,123,48,0.5076238299047248,0.1093852758013909
within_same_half,Ausgrid-A,Ausgrid-A,123,50,0.45439581447817334,0.12340301307206147
within_same_half,Ausgrid-A,Ausgrid-A,123,53,0.3756273672842012,0.056072878582718255
within_same_half,Ausgrid-A,Ausgrid-A,123,54,0.37285099085334433,0.04807792573100378
within_same_half,Ausgrid-A,Ausgrid-A,123,55,0.4188623181181306,0.07467612093689957
within_same_half,Ausgrid-A,Ausgrid-A,123,56,0.5360802560340908,0.10160353748492335
within_same_half,Ausgrid-A,Ausgrid-A,123,59,0.3633934221106157,0.10201902652240091
within_same_half,Ausgrid-A,Ausgrid-A,123,61,0.38354753280591136,0.07685985122840677
within_same_half,Ausgrid-A,Ausgrid-A,123,62,0.686981022936881,-0.012035162668348365
within_same_half,Ausgrid-A,Ausgrid-A,123,67,0.34682091332919635,0.08384100270342354
within_same_half,Ausgrid-A,Ausgrid-A,123,68,0.3968425036884155,0.02593281219304211
within_same_half,Ausgrid-A,Ausgrid-A,123,69,0.3602316407162936,0.07207238878818523
within_same_half,Ausgrid-A,Ausgrid-A,123,7,0.2677291656015415,0.1330500816906096
within_same_half,Ausgrid-A,Ausgrid-A,123,71,0.4974117858575849,0.1219262428527147
within_same_half,Ausgrid-A,Ausgrid-A,123,74,0.6351357167757619,0.0606058234856105
