Dataset,Features,Model,Seed,Site_ID,N_test,N_rare,RMSE_kW,MAE_kW,nRMSE,MAPE_pct,RareRMSE_kW,SkillScore
Ausgrid,n/a,Persistence,0,187,2000,249,0.42976988493844004,0.158779,0.2501163285020181,43.257856449245864,0.8303259629924126,0.0
Ausgrid,n/a,Persistence,0,188,2000,360,0.9583053772154261,0.355114,0.12579504268388714,54.914125992741425,1.5101623238726505,0.0
Ausgrid,n/a,Persistence,0,189,2000,642,0.8170717826482566,0.461027,0.18896202188905104,106.21505554797707,1.0222192917245456,0.0
Ausgrid,n/a,Persistence,0,19,2000,288,0.23027261669595017,0.11229700000000001,0.09398882314120414,34.40200194404405,0.3639026312078548,0.0
Ausgrid,n/a,Persistence,0,190,2000,291,0.4920891789096769,0.28247000000000005,0.13676742048629154,39.51587153409882,0.8527417354357366,0.0
Ausgrid,n/a,Persistence,0,191,2000,398,0.9376533495914149,0.5811679999999999,0.1681587786211289,48.32244115874977,1.458803150930868,0.0
Ausgrid,n/a,Persistence,0,192,2000,334,0.40234107918531015,0.23082999999999998,0.09516108779217365,43.35017171244671,0.6505336823380381,0.0
Ausgrid,n/a,Persistence,0,193,2000,251,0.41726505964434646,0.21901299999999999,0.10654981541676022,33.09150459553956,0.8200814360494866,0.0
Ausgrid,n/a,Persistence,0,194,2000,612,0.4594052524732385,0.259879,0.10231720028980759,80.96376583038068,0.5078099266148973,0.0
Ausgrid,n/a,Persistence,0,195,2000,239,0.3857737964144273,0.22658300000000003,0.10829619714009747,33.337998650839374,0.692076035196801,0.0
Ausgrid,n/a,Persistence,0,196,2000,187,0.36550094938317196,0.19401600000000002,0.13329526534374803,30.51643954534925,0.7584995743427118,0.0
Ausgrid,n/a,Persistence,0,197,2000,297,0.41716572486243403,0.203567,0.08116064686039573,36.09399110368119,0.6656264814403141,0.0
Ausgrid,n/a,Persistence,0,198,2000,380,0.9668553480226502,0.42968599999999996,0.18242553736276418,91.50603379242915,1.4544538059643595,0.0
Ausgrid,n/a,Persistence,0,199,2000,224,0.3667039677996408,0.192424,0.08961485039091907,31.676220419363077,0.6170636254529535,0.0
Ausgrid,n/a,Persistence,0,2,2000,249,0.39446947410414407,0.192263,0.10270529607298141,31.50884464158757,0.7478431208036438,0.0
Ausgrid,n/a,Persistence,0,20,2000,237,0.4770474693361238,0.20970399999999997,0.07982722043777173,31.534446454968958,0.882920900452411,0.0
Ausgrid,n/a,Persistence,0,200,2000,296,0.43435226487264916,0.213061,0.0769309714616807,34.461152389982125,0.7068235377472325,0.0
Ausgrid,n/a,Persistence,0,201,2000,295,0.5249042598417354,0.277969,0.08302780275350427,37.1080462176922,0.8157403458603766,0.0
Ausgrid,n/a,Persistence,0,202,2000,459,0.26891743714381927,0.14008199999999998,0.10551740478694618,58.47345190847365,0.3528285826213587,0.0
Ausgrid,n/a,Persistence,0,203,2000,335,0.5374461126475845,0.265968,0.11577276377781988,47.1800604611039,0.837689024335724,0.0
Ausgrid,n/a,Persistence,0,204,2000,259,0.3444279286004548,0.186535,0.07794603254287441,32.2230308917849,0.7028859538308218,0.0
Ausgrid,n/a,Persistence,0,205,2000,268,0.4587849147476407,0.155865,0.10398570143872185,40.69759392844227,0.8287533165553503,0.0
Ausgrid,n/a,Persistence,0,206,2000,319,0.44063091130786547,0.217962,0.10661852586101053,44.46707824497593,0.6480459366820818,0.0
Ausgrid,n/a,Persistence,0,207,2000,339,0.4225899359899618,0.224623,0.060318203369672904,39.24846020733438,0.6784207585737017,0.0
Ausgrid,n/a,Persistence,0,208,2000,417,0.377496143026654,0.219205,0.14053061291579017,51.886639251064196,0.5459599602328526,0.0
Ausgrid,n/a,Persistence,0,209,2000,262,0.49290550615711326,0.241901,0.13623023347570165,38.04247574369949,0.8538195279211772,0.0
Ausgrid,n/a,Persistence,0,21,2000,283,0.6379999811912223,0.350218,0.10034365046298395,34.481404325938556,1.0248731163386224,0.0
Ausgrid,n/a,Persistence,0,210,2000,528,0.6210751419916917,0.28861400000000004,0.10629679094270801,58.44804377675895,0.7789270446640628,0.0
Ausgrid,n/a,Persistence,0,211,2000,73,0.16453346164230545,0.06755199999999999,0.06244580716796783,11.507615439674842,0.5108129969061272,0.0
Ausgrid,n/a,Persistence,0,212,2000,386,0.7876340355774375,0.46160900000000005,0.15270144156212434,49.945729666408546,1.1486838199150866,0.0
Ausgrid,n/a,Persistence,0,213,2000,84,0.35828616774863076,0.11474500000000001,0.09657361164982824,18.147773504590788,1.3758785418432697,0.0
Ausgrid,n/a,Persistence,0,214,2000,211,0.4372689378403181,0.171106,0.11428879713547259,34.24739997089784,0.767251140628809,0.0
Ausgrid,n/a,Persistence,0,215,2000,329,0.5013646417528863,0.255094,0.11903244106193882,48.50317362572456,0.8180528219209855,0.0
Ausgrid,n/a,Persistence,0,216,2000,235,0.2984612604677532,0.14676599999999998,0.12333109936684016,33.22943419214815,0.5594370726881374,0.0
Ausgrid,n/a,Persistence,0,217,2000,478,0.450965550790745,0.24900999999999998,0.10423960547513451,54.7763987434169,0.5889631126965039,0.0
Ausgrid,n/a,Persistence,0,218,2000,556,0.41129834913356994,0.186638,0.07855201473139227,65.40095918507485,0.6055006371447794,0.0
Ausgrid,n/a,Persistence,0,219,2000,510,0.31927390435173375,0.15530100000000002,0.1513146466121961,61.14749631260323,0.4176256039780598,0.0
Ausgrid,n/a,Persistence,0,22,2000,333,0.6320463005191945,0.295111,0.11230389135024778,80.1902954235389,1.02661629688069,0.0
Ausgrid,n/a,Persistence,0,220,2000,524,0.7430513737286272,0.413124,0.1494471789478333,94.72870858451843,1.0493309355078313,0.0
Ausgrid,n/a,Persistence,0,221,2000,198,0.45230334732345284,0.190659,0.07283467750780238,42.503717212526055,0.8397181104695224,0.0
Ausgrid,n/a,Persistence,0,222,2000,244,0.2947298763274602,0.165154,0.09970361776400359,27.13946332127786,0.5021330892744097,0.0
Ausgrid,n/a,Persistence,0,223,2000,671,0.5106389213524563,0.25768599999999997,0.1086465790111609,97.83706779252763,0.634334343711988,0.0
Ausgrid,n/a,Persistence,0,224,2000,720,0.6230984785730102,0.343577,0.1859995458426896,274.80385380026814,0.7024112755359213,0.0
Ausgrid,n/a,Persistence,0,225,2000,283,0.3467736783552062,0.18394400000000002,0.09890863615379528,35.11302771902293,0.544255214505016,0.0
Ausgrid,n/a,Persistence,0,226,2000,514,0.5584971781486456,0.312151,0.16481649594187567,73.30025008723378,0.7301594676843047,0.0
Ausgrid,n/a,Persistence,0,227,2000,420,0.26183859150247507,0.12498400000000001,0.11502562940781269,45.90434083988704,0.3470241929263585,0.0
Ausgrid,n/a,Persistence,0,228,2000,240,0.5611930808554219,0.331625,0.11314445064293133,33.69826485624848,0.9711827840319247,0.0
Ausgrid,n/a,Persistence,0,229,2000,304,0.4717697319667721,0.23059200000000002,0.09174900854280746,35.14116476994166,0.7650110164325465,0.0
Ausgrid,n/a,Persistence,0,23,2000,472,0.37470759266393305,0.189894,0.12168754592464813,58.80303426096408,0.43925366209175415,0.0
Ausgrid,n/a,Persistence,0,230,2000,157,0.32679435123637,0.178824,0.08379342339394105,24.216493130358604,0.6414009348571834,0.0
Ausgrid,n/a,Persistence,0,231,2000,276,0.8896672838763939,0.4006080000000001,0.17451300193730757,58.67942915593639,1.7117213685288446,0.0
Ausgrid,n/a,Persistence,0,232,2000,392,0.4956891344381073,0.245531,0.13085774404385092,48.9406855355702,0.7070573685698917,0.0
Ausgrid,n/a,Persistence,0,233,2000,226,0.25410486811550853,0.12247200000000001,0.10304124738570111,28.438397571293194,0.5083890573451779,0.0
Ausgrid,n/a,Persistence,0,234,2000,125,0.33529331338396834,0.154775,0.10172610568560121,20.165353174780513,0.6536351275750103,0.0
Ausgrid,n/a,Persistence,0,235,2000,660,0.42240324099135407,0.209461,0.15289840188781456,91.45075761325306,0.4805064436864946,0.0
Ausgrid,n/a,Persistence,0,236,2000,402,0.4466554399086616,0.255657,0.14010521954474955,47.57578416932446,0.6601981987945303,0.0
Ausgrid,n/a,Persistence,0,237,2000,514,0.42057173228832206,0.183967,0.09835634524984145,56.727472871270244,0.5526300611039882,0.0
Ausgrid,n/a,Persistence,0,238,2000,246,0.4597280391709864,0.255127,0.16199014769943143,33.59131853570887,0.8399886371666617,0.0
Ausgrid,n/a,Persistence,0,239,2000,270,0.2552692421738271,0.135889,0.10469148266162012,33.7485898023661,0.4841235226522103,0.0
Ausgrid,n/a,Persistence,0,24,2000,160,0.2865030156909347,0.142149,0.0823286893614448,25.804431787913362,0.5655982231230929,0.0
Ausgrid,n/a,Persistence,0,240,2000,350,0.2073032320056781,0.12225900000000002,0.07918381665610316,56.0004454027988,0.2888244746257788,0.0
Ausgrid,n/a,Persistence,0,241,2000,214,0.2807433347383335,0.142398,0.11087152607007254,28.929711558093768,0.5433431128833391,0.0
Ausgrid,n/a,Persistence,0,242,2000,328,0.655697962479677,0.335819,0.10596111285849881,46.493710345271,0.9458233282662692,0.0
Ausgrid,n/a,Persistence,0,243,2000,240,0.37065311006384394,0.15001,0.058332629339318466,27.61020199798596,0.7102374837569004,0.0
Ausgrid,n/a,Persistence,0,244,2000,262,0.3069474743339648,0.167518,0.11582923559772258,31.72917053676675,0.5763122563280197,0.0
Ausgrid,n/a,Persistence,0,245,2000,196,0.24827655950572539,0.090599,0.0707743898248932,25.762991451932276,0.4807082147780523,0.0
Ausgrid,n/a,Persistence,0,246,2000,348,0.4523777624950192,0.23924400000000004,0.1022530599432695,41.537114303786716,0.7151114293044399,0.0
Ausgrid,n/a,Persistence,0,247,2000,401,0.2581644514645655,0.148366,0.08564940994776915,48.89207208989107,0.3767477310719076,0.0
Ausgrid,n/a,Persistence,0,248,2000,313,0.8759635323459534,0.460369,0.16197550524148546,49.901162259479975,1.570151849558165,0.0
Ausgrid,n/a,Persistence,0,249,2000,303,0.45239314981551165,0.26566700000000004,0.12050481462262093,35.459191868097015,0.6852727818019243,0.0
Ausgrid,n/a,Persistence,0,25,2000,444,0.656999371384783,0.291027,0.1055251158664926,53.81052786927817,0.7838529578048803,0.0
Ausgrid,n/a,Persistence,0,250,2000,154,0.27866030216017496,0.127926,0.07399370742436934,20.670873044893362,0.619854025547155,0.0
Ausgrid,n/a,Persistence,0,251,2000,285,0.7738895605963425,0.300172,0.13090148183294018,45.37528007114037,1.3583010389014292,0.0
Ausgrid,n/a,Persistence,0,252,2000,441,0.2722221739682497,0.164404,0.11713216266716434,46.67228179134682,0.41034404015717957,0.0
Ausgrid,n/a,Persistence,0,253,2000,201,0.48211758109407293,0.32257100000000005,0.11628331020151016,28.454106027183045,0.8886246290438296,0.0
Ausgrid,n/a,Persistence,0,254,2000,315,0.7555340879139737,0.36938299999999996,0.11527831674000207,42.633086991790414,1.1613790489061249,0.0
Ausgrid,n/a,Persistence,0,255,2000,141,0.6053593164394185,0.343201,0.09798629272246981,20.59628609432996,1.2884897421410992,0.0
Ausgrid,n/a,Persistence,0,256,2000,244,0.7491945167978741,0.3901,0.11072194678123329,35.224747240260044,1.4323005111003628,0.0
Ausgrid,n/a,Persistence,0,257,2000,210,0.5300361685772019,0.23936000000000002,0.09119654931972043,29.01997336289717,0.9383857060576601,0.0
Ausgrid,n/a,Persistence,0,258,2000,316,0.3169007510246702,0.17942700000000003,0.10465678699625831,34.00010134616764,0.45274431826530853,0.0
Ausgrid,n/a,Persistence,0,259,2000,385,0.18458236643840062,0.093881,0.09219944477165228,41.54963547723327,0.23481281851777114,0.0
Ausgrid,n/a,Persistence,0,26,2000,184,0.48474628208991977,0.210355,0.08772100653093011,28.326645252110737,1.0888288283248677,0.0
Ausgrid,n/a,Persistence,0,260,2000,235,0.7124959284094191,0.222812,0.11209869278952188,55.95318968425882,1.3246971488495825,0.0
Ausgrid,n/a,Persistence,0,261,2000,227,0.2799140332316335,0.122181,0.08310838679585092,29.173539553933836,0.4813981106830011,0.0
Ausgrid,n/a,Persistence,0,262,2000,153,0.36122922085567777,0.19064100000000003,0.10706260250612853,21.43588968754552,0.8438303270889431,0.0
Ausgrid,n/a,Persistence,0,263,2000,353,0.31479955844949975,0.16705099999999998,0.11624799056480786,39.22941002961409,0.4268107965956948,0.0
Ausgrid,n/a,Persistence,0,264,2000,369,0.28535754063980856,0.13096100000000002,0.1342214751694763,62.3797164645508,0.45865310057457004,0.0
Ausgrid,n/a,Persistence,0,265,2000,232,0.24776835148985432,0.14687,0.08086434448102295,29.699773172369063,0.43691023302749266,0.0
Ausgrid,n/a,Persistence,0,266,2000,711,0.5965338464831648,0.333705,0.1491334616207912,372.1805699008379,0.6874188702929827,0.0
Ausgrid,n/a,Persistence,0,267,2000,396,0.9876211520618622,0.53195,0.18582680470951754,75.49165517632446,1.5710493212171825,0.0
Ausgrid,n/a,Persistence,0,268,2000,463,0.5214197196117538,0.20512799999999998,0.09122108460667491,51.309650204265864,0.5562549021794811,0.0
Ausgrid,n/a,Persistence,0,269,2000,478,0.32316684854731,0.18448199999999998,0.1049924784104321,60.28172048192138,0.4694936469419245,0.0
Ausgrid,n/a,Persistence,0,27,2000,271,0.4839761399077438,0.247442,0.14656439154843404,37.64761509475695,0.8543693127150723,0.0
Ausgrid,n/a,Persistence,0,270,2000,208,0.490853837715465,0.242875,0.1690268036210279,28.896146794845052,0.9522772806440198,0.0
Ausgrid,n/a,Persistence,0,271,2000,242,0.4993940207891961,0.24622,0.12668544413728972,36.386517470112025,1.006293321022198,0.0
Ausgrid,n/a,Persistence,0,272,2000,273,0.4464146816582089,0.215028,0.1770074986452115,43.375735570283794,0.8015588749659192,0.0
Ausgrid,n/a,Persistence,0,273,2000,430,0.6775947299086675,0.27475299999999997,0.10580688997913333,53.10630411132008,0.8853505415344528,0.0
Ausgrid,n/a,Persistence,0,274,2000,260,0.37342351827382275,0.23203800000000002,0.09972640213696472,31.764398182200498,0.689375380605237,0.0
Ausgrid,n/a,Persistence,0,275,2000,362,0.5128398989938283,0.282507,0.09720240693590378,39.64662315720261,0.7307409015467591,0.0
Ausgrid,n/a,Persistence,0,276,2000,293,0.6080809732264282,0.330309,0.11899474051181057,40.164657935688425,0.9182042721117301,0.0
Ausgrid,n/a,Persistence,0,277,2000,296,0.29601456720911556,0.15282600000000002,0.06412668886636001,34.91292227693348,0.56595555407575,0.0
Ausgrid,n/a,Persistence,0,278,2000,470,0.1466039699326045,0.100804,0.07301067238349172,53.39708805650355,0.20235814048680276,0.0
Ausgrid,n/a,Persistence,0,279,2000,323,0.5800759174452944,0.333871,0.12243054399436351,49.95711628189341,0.877648539993272,0.0
Ausgrid,n/a,Persistence,0,28,2000,149,0.35596743671296677,0.13102,0.07975288608923478,22.336288163867245,0.8883246730966189,0.0
Ausgrid,n/a,Persistence,0,280,2000,235,0.45789833151039105,0.238591,0.12600082318005099,33.73984278952694,0.8623200373460602,0.0
Ausgrid,n/a,Persistence,0,281,2000,380,0.43611360675860594,0.267767,0.13493614070501422,46.23697727141348,0.6435043695921656,0.0
Ausgrid,n/a,Persistence,0,282,2000,366,0.3072483230222746,0.159786,0.0956563894838962,40.04036022694266,0.46780642626947355,0.0
Ausgrid,n/a,Persistence,0,283,2000,536,0.20329511553404325,0.116234,0.06839242502356434,57.803003949848275,0.2279027515830041,0.0
Ausgrid,n/a,Persistence,0,284,2000,605,0.35893843483249327,0.161442,0.11445740906648381,80.20293251120658,0.41700140911825656,0.0
Ausgrid,n/a,Persistence,0,285,2000,217,0.4621711176609806,0.21329499999999998,0.15213005847958547,32.238824486914964,0.9495169764039306,0.0
Ausgrid,n/a,Persistence,0,286,2000,255,0.414815052764482,0.24037599999999998,0.09976311995297786,32.71272513457959,0.7079105515667977,0.0
Ausgrid,n/a,Persistence,0,287,2000,346,0.49522360000306936,0.302243,0.12775480089647792,41.46019014193132,0.7966319999551871,0.0
Ausgrid,n/a,Persistence,0,288,2000,458,0.5358619318443885,0.290321,0.1437980329598083,103.59963806612016,0.7691785955097769,0.0
Ausgrid,n/a,Persistence,0,289,2000,225,0.7560136056976753,0.32104600000000005,0.20510407099774153,29.238675281875842,1.443213876503872,0.0
Ausgrid,n/a,Persistence,0,29,2000,425,0.34201204657146217,0.20137799999999997,0.10673900317130441,50.216903024517514,0.44113070758729844,0.0
Ausgrid,n/a,Persistence,0,290,2000,364,0.5733411288229723,0.288921,0.1637181978363713,42.242195434058175,0.8553573509371378,0.0
Ausgrid,n/a,Persistence,0,291,2000,280,0.2565886630387243,0.176431,0.1507536033458234,32.9384072223419,0.40808875085136637,0.0
Ausgrid,n/a,Persistence,0,292,2000,636,0.5654990291768855,0.251332,0.13857960662852428,130.743697178038,0.6375025169514994,0.0
Ausgrid,n/a,Persistence,0,293,2000,370,0.9346032848219612,0.449038,0.11392043939809376,51.76524573542232,1.4338381679575598,0.0
Ausgrid,n/a,Persistence,0,294,2000,187,0.5717126988269545,0.330281,0.13573168098111962,26.456404276482925,1.1498192371302831,0.0
Ausgrid,n/a,Persistence,0,295,2000,378,0.32458774160463916,0.171241,0.11675818043332345,44.82381045418935,0.523093221633122,0.0
Ausgrid,n/a,Persistence,0,296,2000,386,0.2871529975466041,0.124174,0.08990388151114717,42.905185732143195,0.4372808111180054,0.0
Ausgrid,n/a,Persistence,0,297,2000,247,0.31727809568263615,0.162927,0.0796268836917088,33.01312261823798,0.5676633831763243,0.0
Ausgrid,n/a,Persistence,0,298,2000,141,0.14124082979082217,0.074988,0.08467675646931785,20.448634633623204,0.3166946310907436,0.0
Ausgrid,n/a,Persistence,0,299,2000,377,0.6754979955558713,0.378949,0.10306054814580035,49.53831158126899,1.0248051532471993,0.0
Ausgrid,n/a,Persistence,0,3,2000,135,0.22274264971037763,0.06766599999999999,0.09478410625973516,31.917293177932827,0.6330027675324206,0.0
Ausgrid,n/a,Persistence,0,30,2000,676,0.2999193958382818,0.15353400000000003,0.1219184535927975,90.3566179041002,0.3077034132611212,0.0
Ausgrid,n/a,Persistence,0,300,2000,287,0.5880171596135609,0.33466399999999996,0.11333828556049941,38.81034367594594,1.0375994876946073,0.0
Ausgrid,n/a,Persistence,0,31,2000,98,0.2023266813843394,0.08290900000000001,0.04248775333564457,22.74760867576228,0.5670188781365796,0.0
Ausgrid,n/a,Persistence,0,32,2000,259,0.4519854555182058,0.231286,0.14946608978776646,38.519585083583415,0.8202239358975725,0.0
Ausgrid,n/a,Persistence,0,33,2000,240,0.580745464037387,0.291159,0.08992651967132038,31.991838153301828,0.9217918691331575,0.0
Ausgrid,n/a,Persistence,0,34,2000,267,0.46394400524201196,0.23571999999999999,0.1101481493926904,37.42462409266885,0.7319805158987709,0.0
Ausgrid,n/a,Persistence,0,35,2000,221,0.6074578322813856,0.296755,0.11672902234461675,28.24045899357835,1.2066303403613483,0.0
Ausgrid,n/a,Persistence,0,36,2000,453,0.2809660192977079,0.174174,0.1284122574486782,54.58691587709416,0.3740016880886458,0.0
Ausgrid,n/a,Persistence,0,37,2000,411,0.5171011815882846,0.257498,0.1124340762071826,89.81580131307435,0.8102245881307719,0.0
Ausgrid,n/a,Persistence,0,38,2000,589,0.48217483965881086,0.234598,0.11409721714595619,85.7738644752465,0.5843894380292441,0.0
Ausgrid,n/a,Persistence,0,39,2000,435,0.43449124962420127,0.22654899999999997,0.11698741239208435,51.97423605867725,0.6070368354064107,0.0
Ausgrid,n/a,Persistence,0,4,2000,135,0.3747087935984423,0.11763399999999999,0.09495120620891868,22.511979313231695,0.9393107638641808,0.0
Ausgrid,n/a,Persistence,0,40,2000,421,0.20548743027251085,0.12236799999999999,0.07412966460047289,44.41364107557012,0.27792401429116365,0.0
Ausgrid,n/a,Persistence,0,41,2000,340,0.30306708828244616,0.14952000000000001,0.10816137398150799,41.092327687737594,0.4632952939667796,0.0
Ausgrid,n/a,Persistence,0,42,2000,181,0.44898988630034864,0.246971,0.11258522725685774,28.004059755547967,0.8910329718400309,0.0
Ausgrid,n/a,Persistence,0,43,2000,488,0.36497656637104803,0.184339,0.10010328205459353,53.2196843876058,0.4926013751037429,0.0
Ausgrid,n/a,Persistence,0,44,2000,495,0.4645712152081745,0.21899700000000002,0.11845263008877474,69.85686010042066,0.6844621393488615,0.0
Ausgrid,n/a,Persistence,0,45,2000,399,0.3247763199495924,0.16804899999999998,0.09164039806367115,46.25195742371097,0.5188389583113956,0.0
Ausgrid,n/a,Persistence,0,46,2000,363,0.47709732969279967,0.291961,0.13348665676944263,43.249885105917244,0.712863561490048,0.0
Ausgrid,n/a,Persistence,0,47,2000,337,0.402627006049023,0.217777,0.10239594666638434,39.06901776208483,0.6058835175140946,0.0
Ausgrid,n/a,Persistence,0,48,2000,334,0.5560108092474462,0.24258,0.1296666999177813,75.57156819718647,0.9052477214142814,0.0
Ausgrid,n/a,Persistence,0,49,2000,295,0.5471717408638717,0.204459,0.0858419029371415,35.67677293716512,1.0914000897618634,0.0
Ausgrid,n/a,Persistence,0,5,2000,259,0.5055935264617221,0.21658499999999997,0.18217879638726567,35.27322108248011,0.9205191417605016,0.0
Ausgrid,n/a,Persistence,0,50,2000,587,0.5361956788337631,0.28239299999999995,0.20814080044165567,159.74649958973984,0.7405703083444292,0.0
Ausgrid,n/a,Persistence,0,51,2000,288,0.44112089272669913,0.219183,0.12349443663803607,40.60085067639419,0.7410996427981568,0.0
Ausgrid,n/a,Persistence,0,52,2000,283,0.6479947777567346,0.272858,0.14875913171642213,84.65568156739357,1.2414818855242333,0.0
Ausgrid,n/a,Persistence,0,53,2000,365,0.43051723542734033,0.195215,0.12293467602151353,48.99029442539552,0.694518838073062,0.0
Ausgrid,n/a,Persistence,0,54,2000,248,0.3861015565884188,0.197036,0.08637251584125477,30.802711419979495,0.6889325895203579,0.0
Ausgrid,n/a,Persistence,0,55,2000,330,0.43855084083832285,0.28974399999999995,0.08913671210824474,38.735497961300894,0.7013506277392949,0.0
Ausgrid,n/a,Persistence,0,56,2000,245,0.5658566426224932,0.311766,0.09510355512235301,36.513228055844614,1.0943695827614497,0.0
Ausgrid,n/a,Persistence,0,57,2000,429,0.8312479076665397,0.398626,0.14391411143811284,63.25700891859086,1.091194200505475,0.0
Ausgrid,n/a,Persistence,0,58,2000,346,1.011112952147286,0.5499089999999999,0.1878693705216065,58.0691062314721,1.726675408210217,0.0
Ausgrid,n/a,Persistence,0,59,2000,355,0.4333630441096702,0.229368,0.10910229504684449,39.18420031214801,0.6283390042209317,0.0
Ausgrid,n/a,Persistence,0,6,2000,233,0.43972901200625825,0.26599,0.11936183822102557,30.456374729833307,0.6746903533928533,0.0
Ausgrid,n/a,Persistence,0,60,2000,364,0.3840107576618134,0.16475900000000002,0.07242520659688648,41.85377052437711,0.6250455543837945,0.0
Ausgrid,n/a,Persistence,0,61,2000,214,0.4336425924652697,0.218923,0.08922687087762751,28.42284399750274,0.934412974801097,0.0
Ausgrid,n/a,Persistence,0,62,2000,178,0.6974835826024868,0.25892200000000004,0.07915183354034179,24.041458003384832,1.6431099999422172,0.0
Ausgrid,n/a,Persistence,0,63,2000,253,0.32459566232468356,0.203246,0.12424429001618414,30.720511874011038,0.5691867994325074,0.0
Ausgrid,n/a,Persistence,0,64,2000,425,0.36478851407356566,0.193,0.13083626447603414,47.83324470889772,0.5208117284303304,0.0
Ausgrid,n/a,Persistence,0,65,2000,210,0.4577147059031423,0.230076,0.10294074651641946,29.712850346355026,0.8742180070265791,0.0
Ausgrid,n/a,Persistence,0,66,2000,290,0.26985169260169556,0.142078,0.1299863644516838,34.12536935559978,0.44626262563033753,0.0
Ausgrid,n/a,Persistence,0,67,2000,291,0.37195893052862705,0.235091,0.13888392596842186,35.00078494864226,0.6134208065517935,0.0
Ausgrid,n/a,Persistence,0,68,2000,240,0.3720531064243383,0.183151,0.14039263059908863,45.88047489397739,0.6816601425930666,0.0
Ausgrid,n/a,Persistence,0,69,2000,127,0.35896846658167625,0.19202999999999998,0.0976851395555287,23.170244897700776,0.865177893500276,0.0
Ausgrid,n/a,Persistence,0,7,2000,398,0.2811606729256423,0.1664,0.10633913499456969,45.67373578076637,0.4090041712015924,0.0
Ausgrid,n/a,Persistence,0,70,2000,221,0.5656266507158234,0.278732,0.08650683193074644,29.592795851556698,0.9223367333971665,0.0
Ausgrid,n/a,Persistence,0,71,2000,605,0.5492153730550521,0.332289,0.17035216285826676,79.9466623703658,0.6761199609927905,0.0
Ausgrid,n/a,Persistence,0,72,2000,486,0.4433660699692749,0.25388,0.1896152961070216,95.3361856187303,0.6346518568663203,0.0
Ausgrid,n/a,Persistence,0,73,2000,192,0.2544797830869871,0.118304,0.1026095057768245,24.25242276736653,0.5920212552490549,0.0
Ausgrid,n/a,Persistence,0,74,2000,303,0.7026895203430886,0.283731,0.12619371668092988,41.126004646657655,1.0752240076684796,0.0
Ausgrid,n/a,Persistence,0,75,2000,417,0.9575707963383178,0.5526289999999999,0.16681720561131927,69.18668381673821,1.5577950074935094,0.0
Ausgrid,n/a,Persistence,0,76,2000,263,0.43591569368399663,0.21659999999999996,0.13838593450285608,41.36444176533191,0.7948936079179058,0.0
Ausgrid,n/a,Persistence,0,77,2000,380,0.39393404016408634,0.194188,0.12233292553959317,60.96677401269298,0.603376961687084,0.0
Ausgrid,n/a,Persistence,0,78,2000,173,0.7257730705943836,0.28584699999999996,0.13440242048044138,36.1383635024552,1.786474896244919,0.0
Ausgrid,n/a,Persistence,0,79,2000,318,0.5427724219228534,0.276519,0.12587311445639843,43.14874721768287,0.8603280345566017,0.0
Ausgrid,n/a,Persistence,0,8,2000,359,0.5336622190112393,0.311766,0.07032976001729564,38.91345042645844,0.8067283216537134,0.0
Ausgrid,n/a,Persistence,0,80,2000,646,0.993512050254047,0.6488389999999999,0.23310935012999698,134.42057573851324,1.1819085080336078,0.0
Ausgrid,n/a,Persistence,0,81,2000,399,0.3823719471927824,0.161267,0.1587923368740791,119.32126424707216,0.6247897531081735,0.0
Ausgrid,n/a,Persistence,0,82,2000,356,0.9620063430144316,0.466184,0.13897829136049472,52.740616439036515,1.6367088448152987,0.0
Ausgrid,n/a,Persistence,0,83,2000,759,0.44807739063693003,0.20438,0.1366923095292648,121.49855669288145,0.5022100511154374,0.0
Ausgrid,n/a,Persistence,0,84,2000,111,0.47842457921808323,0.240845,0.10324224842858938,21.781479611388608,1.2756953518103886,0.0
Ausgrid,n/a,Persistence,0,85,2000,470,0.8467071217369085,0.426509,0.1014263442425621,121.78334212595254,1.330171209584883,0.0
Ausgrid,n/a,Persistence,0,86,2000,214,0.6284272432032207,0.235592,0.10834952469021049,34.853776795186675,1.2911664218728593,0.0
Ausgrid,n/a,Persistence,0,87,2000,135,0.17821594765901283,0.074588,0.0881393226733261,19.71332298919923,0.43614499797574113,0.0
Ausgrid,n/a,Persistence,0,88,2000,444,0.1915895560827886,0.11433700000000002,0.09570099107014457,43.26806296412209,0.26031915615847995,0.0
Ausgrid,n/a,Persistence,0,89,2000,323,0.5003379058196571,0.297634,0.11039674192544378,38.268122737942036,0.7563563708678086,0.0
Ausgrid,n/a,Persistence,0,9,2000,347,0.17979827585380234,0.08022,0.060133604858160446,75.07458910555783,0.291015572436556,0.0
Ausgrid,n/a,Persistence,0,90,2000,274,0.20582772893854706,0.13266899999999998,0.12150325496221846,31.962527307086447,0.32968970149228655,0.0
Ausgrid,n/a,Persistence,0,91,2000,402,0.5970733070570146,0.353939,0.12109325612784708,44.85732417311124,0.8296296842177981,0.0
Ausgrid,n/a,Persistence,0,92,2000,394,0.2950984717005495,0.1738,0.09422045712022652,41.417091395535465,0.34279790852829095,0.0
Ausgrid,n/a,Persistence,0,93,2000,208,0.379787595900656,0.176905,0.08298683614932333,27.121725409469704,0.8189173082139048,0.0
Ausgrid,n/a,Persistence,0,94,2000,212,0.4536077402337839,0.22772499999999998,0.12358873667923105,32.48459998166348,0.9006917048412355,0.0
