Dataset,Horizon_min,Horizon_steps,Model,Seed,Site_ID,N_test,N_rare,RMSE_kW,MAE_kW,nRMSE,RareRMSE_kW,RMSE_persist_kW,SkillScore
Ausgrid,30,1,LSTM,42,ID_104,2000,266,0.927278833200585,0.475932306547897,0.115591976215481,1.33948921047215,0.97738430601408,0.0512648632735192
Ausgrid,30,1,LSTM,42,ID_105,2000,200,0.25452948240561,0.148315822349622,0.0686231615856208,0.405791148049141,0.289560256173685,0.120979219423892
Ausgrid,30,1,LSTM,42,ID_106,2000,257,0.524186977668048,0.244799807377865,0.0944389154331014,0.661536703165869,0.545649918234657,0.0393346353574979
Ausgrid,30,1,LSTM,42,ID_107,2000,250,0.253547360459593,0.169283523825563,0.0861819716042121,0.327251455695239,0.255116824235106,0.00615194148884035
Ausgrid,30,1,LSTM,42,ID_108,2000,474,0.41683475337701,0.207816223345896,0.116859290878281,0.414679822166152,0.461042737590524,0.0958869549589937
Ausgrid,30,1,LSTM,42,ID_109,2000,155,0.470989521899714,0.291320591651112,0.128615380092767,0.614606845705516,0.482310544479784,0.0234724757931225
Ausgrid,30,1,LSTM,42,ID_11,2000,239,0.399738676325258,0.229123642012175,0.120585183160509,0.493314878527412,0.437050421988077,0.0853717186522648
Ausgrid,30,1,LSTM,42,ID_110,2000,687,0.371439696282759,0.248601080543429,0.0888265332616144,0.380479249670417,0.406329582860601,0.0858659769052826
Ausgrid,30,1,LSTM,42,ID_111,2000,260,0.43777890072512,0.201452207765395,0.0987322735058908,0.605559783916319,0.433877304123053,-0.00899239615668179
Ausgrid,30,1,LSTM,42,ID_112,2000,532,0.669478658640149,0.372425817251248,0.177839049504358,0.677992997821433,0.77515540314537,0.13632975281655
Ausgrid,30,1,LSTM,42,ID_113,2000,260,0.319362938583225,0.197709461565502,0.105749317411664,0.415820252890057,0.349943704494335,0.0873876726980951
Ausgrid,30,1,LSTM,42,ID_114,2000,321,0.733875422679748,0.423406929965536,0.12241213231424,0.913838778371905,0.804610935708237,0.0879126915746258
Ausgrid,30,1,LSTM,42,ID_115,2000,292,0.226723961700355,0.129316866288321,0.102022211987741,0.265619236055548,0.239866674423859,0.0547917410998098
Ausgrid,30,1,LSTM,42,ID_116,2000,247,0.294969059028081,0.17574886619177,0.107928276525911,0.399563657671168,0.338096446129417,0.127559421564662
Ausgrid,30,1,LSTM,42,ID_117,2000,391,0.224719819464417,0.111465834949248,0.0995564521973658,0.252160802512642,0.247198098007531,0.0909322471503383
Ausgrid,30,1,LSTM,42,ID_118,2000,193,0.389272302595876,0.198266616229243,0.133428954256586,0.488936610748288,0.399582524613075,0.0258024847988092
Ausgrid,30,1,LSTM,42,ID_119,2000,369,0.370689468293322,0.211972777049448,0.116936740786537,0.43477008072369,0.420690099543649,0.11885383398508
Ausgrid,30,1,LSTM,42,ID_12,2000,167,0.25665711632203,0.160470358083489,0.094672139284632,0.46111965184184,0.24414342948126,-0.0512554725202243
Ausgrid,30,1,LSTM,42,ID_120,2000,286,0.330368292562825,0.185912513086664,0.0600451276922619,0.5162442923364,0.327153895298911,-0.00982533697475185
Ausgrid,30,1,LSTM,42,ID_121,2000,662,0.641163729323368,0.322327060672315,0.156381397395943,0.574103445946054,0.69857318625145,0.0821810199102284
Ausgrid,30,1,LSTM,42,ID_122,2000,134,0.289999845163797,0.153860986414086,0.0480928433107456,0.612369105362034,0.292318627926652,0.00793238111201422
Ausgrid,30,1,LSTM,42,ID_123,2000,587,0.337007369910638,0.20824557945114,0.134995181102144,0.340756351504605,0.385905102424598,0.12670921479592
Ausgrid,30,1,LSTM,42,ID_124,2000,347,0.617468785938096,0.281740439010899,0.118607142900134,0.705707748540378,0.715836572128029,0.137416541735926
Ausgrid,30,1,LSTM,42,ID_125,2000,231,0.352425371613179,0.211033871042168,0.115096463622854,0.437657064200906,0.331649735731897,-0.0626433060030442
Ausgrid,30,1,LSTM,42,ID_126,2000,285,0.377693883874881,0.171629514875635,0.0858395190624729,0.578291390827559,0.388714607169724,0.028351708661236
Ausgrid,30,1,LSTM,42,ID_127,2000,331,0.355898256408867,0.194394798908552,0.114030116532643,0.436079730321212,0.399715704137645,0.109621531691656
Ausgrid,30,1,LSTM,42,ID_128,2000,151,0.283612278824576,0.172772504325622,0.0788444831613645,0.446883196143394,0.262068777228959,-0.082205525676933
Ausgrid,30,1,LSTM,42,ID_129,2000,270,0.421149383264054,0.235358788694523,0.0965053582181609,0.56668698160647,0.439574817029234,0.0419164907801232
Ausgrid,30,1,LSTM,42,ID_13,2000,314,0.364129356014583,0.206215538623028,0.0765299192968858,0.605377085781513,0.403222614140515,0.096952047715034
Ausgrid,30,1,LSTM,42,ID_130,2000,290,0.38567085078296,0.194805943922629,0.0978107827693325,0.524140751618411,0.418560317760986,0.0785776041884766
Ausgrid,30,1,LSTM,42,ID_131,2000,132,0.39822195158608,0.23262543209302,0.0685240357066052,0.710745550893015,0.42410240000963,0.0610240555652658
Ausgrid,30,1,LSTM,42,ID_132,2000,229,0.172659733789758,0.108313356765807,0.116347529507923,0.199930280304354,0.176612938777006,0.0223834392577533
Ausgrid,30,1,LSTM,42,ID_133,2000,438,0.502742562819964,0.251888293272071,0.105885122750624,0.613285373220387,0.571601132067168,0.120466117689761
Ausgrid,30,1,LSTM,42,ID_134,2000,346,0.618049747302937,0.369057062457463,0.0770213034373828,0.88924297195494,0.669767999713547,0.0772181597698449
Ausgrid,30,1,LSTM,42,ID_135,2000,298,0.241310719173032,0.14071974159874,0.144497436630558,0.311347491589719,0.283220164585487,0.147974793651406
Ausgrid,30,1,LSTM,42,ID_136,2000,350,0.175761577604384,0.125430230993248,0.112523417160297,0.19192154271423,0.185197181141304,0.050948958719412
Ausgrid,30,1,LSTM,42,ID_137,2000,345,0.422237783512488,0.238213717499144,0.111585037926133,0.460201797512088,0.453979069970921,0.0699179511964406
Ausgrid,30,1,LSTM,42,ID_138,2000,78,0.409668391387719,0.231018195239087,0.0868497198181293,0.909906421681141,0.352897283679869,-0.160871478283608
Ausgrid,30,1,LSTM,42,ID_139,2000,267,0.478696669973293,0.293414873571158,0.117877130636766,0.582346393243885,0.548176497339253,0.126747183987643
Ausgrid,30,1,LSTM,42,ID_14,2000,252,0.50526167157193,0.246350973850634,0.169664765470762,0.677152879834801,0.575747361406168,0.122424685824159
Ausgrid,30,1,LSTM,42,ID_140,2000,333,0.240594046738866,0.14128274157354,0.0842917866863563,0.361170579178532,0.270985703624106,0.112152251867125
Ausgrid,30,1,LSTM,42,ID_141,2000,195,0.566925990387281,0.362525563949265,0.0937997998655328,0.889369077723144,0.541330634280099,-0.0472822975208498
Ausgrid,30,1,LSTM,42,ID_142,2000,317,0.366658782971367,0.192885113795444,0.105120063925277,0.465706598237498,0.408349602849062,0.102095899167814
Ausgrid,30,1,LSTM,42,ID_143,2000,122,0.55131867848379,0.219004076211328,0.0863045554493524,0.721084249095308,0.561601993501561,0.0183106811171636
Ausgrid,30,1,LSTM,42,ID_144,2000,273,0.28724599150845,0.152261848877277,0.121252513310925,0.341599976065231,0.322367234990449,0.108947931643982
Ausgrid,30,1,LSTM,42,ID_145,2000,248,0.396942378126254,0.270869341660384,0.103101916396429,0.558865239240143,0.399318190135527,0.00594967138478386
Ausgrid,30,1,LSTM,42,ID_146,2000,126,0.253649562830352,0.0930531579180826,0.0973329097583854,0.421198666912241,0.284974336558197,0.109921384873361
Ausgrid,30,1,LSTM,42,ID_147,2000,214,0.48476426820427,0.281743818336446,0.0682766574935591,0.777072620008002,0.523063659033869,0.0732212803702342
Ausgrid,30,1,LSTM,42,ID_148,2000,385,0.505319255653008,0.295348746988373,0.114267714021177,0.580704228748292,0.554321526043932,0.0884004464712782
Ausgrid,30,1,LSTM,42,ID_149,2000,386,0.680858387853276,0.398418515856731,0.139284975339441,0.757191053590955,0.768503892652675,0.114046923688141
Ausgrid,30,1,LSTM,42,ID_15,2000,446,0.179354623583998,0.0953340109583736,0.122845632591779,0.197293621450692,0.206062670598564,0.129611282514129
Ausgrid,30,1,LSTM,42,ID_150,2000,470,0.158130826764906,0.0839996309144376,0.0992037809064652,0.163539803516421,0.180636458971027,0.12459075169167
Ausgrid,30,1,LSTM,42,ID_151,2000,145,0.330824493435879,0.153343291041441,0.101792151826424,0.519146427049472,0.36231296801423,0.0869095984914167
Ausgrid,30,1,LSTM,42,ID_152,2000,256,0.793089943172867,0.397662452795335,0.109133408810715,1.11937224461858,0.880415496965603,0.0991867522706139
Ausgrid,30,1,LSTM,42,ID_153,2000,492,0.253156270737277,0.150715056361146,0.114550348749899,0.283219001683318,0.298074064035331,0.150693397103914
Ausgrid,30,1,LSTM,42,ID_154,2000,329,0.342119129261817,0.189633539997562,0.106941971130038,0.40990862020053,0.371335131967602,0.0786782617388709
Ausgrid,30,1,LSTM,42,ID_155,2000,421,0.228940453482189,0.126577210768461,0.137584407140739,0.217172343268,0.250691488263064,0.0867641535481641
Ausgrid,30,1,LSTM,42,ID_156,2000,417,0.744279614877306,0.373778976943344,0.135323566341328,0.802055653125073,0.849474239738379,0.123834979261373
Ausgrid,30,1,LSTM,42,ID_157,2000,204,0.528418264183094,0.306124558345556,0.118692332475987,0.634662850852336,0.548939041963238,0.0373826166686063
Ausgrid,30,1,LSTM,42,ID_158,2000,237,0.457496429696104,0.284306964709377,0.140078514910013,0.634590206926575,0.463424053911253,0.0127909290964088
Ausgrid,30,1,LSTM,42,ID_159,2000,270,0.729314337040324,0.365231125279538,0.106032115343507,0.946894243254773,0.734379108744399,0.00689667181945686
Ausgrid,30,1,LSTM,42,ID_16,2000,195,0.464907584511966,0.214989449773774,0.1100894114402,0.649576134888612,0.469689775515149,0.0101815948578786
Ausgrid,30,1,LSTM,42,ID_160,2000,254,0.487950483757882,0.26936863729088,0.0983374614586622,0.605771027104553,0.513726997885819,0.0501755100160536
Ausgrid,30,1,LSTM,42,ID_161,2000,420,0.634648306893484,0.354603999304241,0.119582511850596,0.71313649843168,0.69995840345853,0.0933056825124832
Ausgrid,30,1,LSTM,42,ID_162,2000,626,0.342646644867298,0.193391534913463,0.103362798942771,0.345233711789496,0.388938740532098,0.119021560057167
Ausgrid,30,1,LSTM,42,ID_163,2000,500,0.201285950750478,0.116907376832595,0.0925878338318665,0.221552863866357,0.231770786809728,0.131530105579167
Ausgrid,30,1,LSTM,42,ID_164,2000,172,0.278959911161329,0.135003938565757,0.0926777113492786,0.485254569583345,0.289057398565679,0.0349324648130589
Ausgrid,30,1,LSTM,42,ID_165,2000,445,0.412933448411728,0.223436046188661,0.15258905483439,0.479862633180934,0.480690445440046,0.1409576530407
Ausgrid,30,1,LSTM,42,ID_166,2000,256,0.521805164367841,0.317368305365782,0.112798349409391,0.668297815273163,0.555275701483404,0.0602773307496567
Ausgrid,30,1,LSTM,42,ID_167,2000,516,0.453240928713008,0.250760580402863,0.118613439037624,0.4832127935313,0.515229095530984,0.120311852253011
Ausgrid,30,1,LSTM,42,ID_168,2000,325,0.212710979813263,0.119457175558826,0.0550200927593629,0.302287787875346,0.230779011420356,0.0782914854166811
Ausgrid,30,1,LSTM,42,ID_169,2000,397,0.315646583341238,0.144441312713586,0.130865084303996,0.263814895435479,0.346633108737567,0.0893928612566216
Ausgrid,30,1,LSTM,42,ID_17,2000,251,0.527020153438069,0.298473194305622,0.0923627761467911,0.648919910355024,0.517629678503494,-0.0181412993198597
Ausgrid,30,1,LSTM,42,ID_170,2000,155,0.321432369632412,0.164059356578946,0.123248607987888,0.492255284345686,0.363843544087817,0.11656431767048
Ausgrid,30,1,LSTM,42,ID_171,2000,507,0.277614907803248,0.135883802965756,0.0937008174090714,0.274088983753984,0.304376738448948,0.0879233767405271
Ausgrid,30,1,LSTM,42,ID_172,2000,213,0.297347524054568,0.155734942635365,0.0901279788718276,0.515749770712031,0.345140039825181,0.138472823364165
Ausgrid,30,1,LSTM,42,ID_173,2000,292,0.309749810993704,0.177004684956111,0.0927394643693725,0.417829214278555,0.343634078079496,0.0986056658733155
Ausgrid,30,1,LSTM,42,ID_174,2000,250,0.244108768286478,0.114910592863434,0.103130896030587,0.343569071639708,0.277486943858337,0.120287373192228
Ausgrid,30,1,LSTM,42,ID_175,2000,347,0.888659267988235,0.522994082816127,0.13163177378327,1.19915366876456,0.995275717414913,0.107122526513155
Ausgrid,30,1,LSTM,42,ID_176,2000,638,0.294617416231414,0.155736620669608,0.0782919794612397,0.290176668449613,0.29679762502287,0.00734577573283457
Ausgrid,30,1,LSTM,42,ID_177,2000,347,0.352803463362264,0.166517354200425,0.0898633375859053,0.395710794692586,0.376573697964693,0.0631223973710897
Ausgrid,30,1,LSTM,42,ID_178,2000,419,0.267557474746109,0.152914162778659,0.0891085974642338,0.344980859594373,0.317924182239408,0.158423644085592
Ausgrid,30,1,LSTM,42,ID_179,2000,346,0.353155108948807,0.178384796192866,0.103080884106482,0.433030299296598,0.373007915165128,0.0532235521263206
Ausgrid,30,1,LSTM,42,ID_18,2000,294,0.337007690188527,0.175710132604737,0.127374589987348,0.455049430207797,0.38208465099061,0.117976371689401
Ausgrid,30,1,LSTM,42,ID_180,2000,337,0.26106614925686,0.169877931747713,0.07065026406135,0.396949037204198,0.288499507796216,0.0950897932163323
Ausgrid,30,1,LSTM,42,ID_181,2000,271,0.428264725060208,0.270302228974849,0.103796588720361,0.510061564210431,0.430938868844133,0.0062053900849024
Ausgrid,30,1,LSTM,42,ID_182,2000,98,0.175587491501179,0.0937834221347607,0.0911669218593865,0.336143163218937,0.193924330837022,0.0945566719590951
Ausgrid,30,1,LSTM,42,ID_183,2000,338,0.255587349177348,0.157338166361164,0.115025809710777,0.258640635232936,0.279432238274073,0.085333350382203
Ausgrid,30,1,LSTM,42,ID_184,2000,618,0.390381930419765,0.20013492018382,0.127326135166264,0.372653496415802,0.436256311661218,0.105154653388895
Ausgrid,30,1,LSTM,42,ID_185,2000,216,0.505583300289961,0.326580424331636,0.0997805978527435,0.672558055962573,0.496121416188795,-0.0190717106587599
Ausgrid,30,1,LSTM,42,ID_186,2000,316,0.171266288675676,0.0913120469797307,0.0985937911539851,0.220393391643927,0.19013943371582,0.0992594995752007
Ausgrid,30,1,LSTM,42,ID_187,2000,259,0.370949727809796,0.134099331195591,0.215387941175328,0.360649854849972,0.434598723922685,0.146454631846117
Ausgrid,30,1,LSTM,42,ID_188,2000,295,0.864075260642555,0.362073326036172,0.113425473962005,1.09585334437186,0.963872611289651,0.103537904779314
Ausgrid,30,1,LSTM,42,ID_189,2000,601,0.704613058013851,0.416122918133709,0.162953991215044,0.725765734508223,0.825917071806423,0.146871905102118
Ausgrid,30,1,LSTM,42,ID_19,2000,308,0.220389980610328,0.104573576819152,0.0899550941266645,0.249298579420398,0.239244895507481,0.0788101031671261
Ausgrid,30,1,LSTM,42,ID_190,2000,284,0.456133887741015,0.254057162831919,0.126774287865763,0.566542174044699,0.502925314592815,0.0930385198241284
Ausgrid,30,1,LSTM,42,ID_191,2000,364,0.819403525975262,0.508382496677861,0.1469518518607,0.888608031305978,0.914053693887832,0.103549899251526
Ausgrid,30,1,LSTM,42,ID_192,2000,326,0.408884838616842,0.239780471266336,0.0966863968656372,0.494938092363856,0.418293193645077,0.0224922498648586
Ausgrid,30,1,LSTM,42,ID_193,2000,257,0.405926505162024,0.218930160909462,0.103575931628025,0.545770690820815,0.418931003179062,0.0310420998168018
Ausgrid,30,1,LSTM,42,ID_194,2000,609,0.447243846667022,0.253252396041894,0.0995866948713031,0.409109580412878,0.481861390797834,0.0718412904455669
Ausgrid,30,1,LSTM,42,ID_195,2000,245,0.342801113349474,0.201045150255665,0.0962059702934088,0.473793689029099,0.382136584926285,0.102935633824222
Ausgrid,30,1,LSTM,42,ID_196,2000,179,0.297323205568809,0.159227784572261,0.10835314814353,0.475258088461126,0.333494484395017,0.108461400469111
Ausgrid,30,1,LSTM,42,ID_197,2000,311,0.407596967727331,0.199641729364265,0.0792990209586245,0.507848690985744,0.403400165662376,-0.0104035705043988
Ausgrid,30,1,LSTM,42,ID_198,2000,404,0.884412209078491,0.455253805408441,0.166870228128017,1.02370555302791,0.993993940238148,0.110243862385522
Ausgrid,30,1,LSTM,42,ID_199,2000,215,0.37471179797969,0.211880670808129,0.0915717981377539,0.468153137360182,0.350370368966198,-0.0694734234670407
Ausgrid,30,1,LSTM,42,ID_2,2000,232,0.380590914047748,0.190426809800984,0.0990152647531968,0.55308192786212,0.397421333809561,0.0423490596251646
Ausgrid,30,1,LSTM,42,ID_20,2000,226,0.538559129995604,0.27145432159031,0.0901203363446458,0.797151920415742,0.536302548353902,-0.00420766533485306
Ausgrid,30,1,LSTM,42,ID_200,2000,312,0.455505570487562,0.216478185588061,0.0806634278593659,0.510086055950272,0.467414618910239,0.0254785536028858
Ausgrid,30,1,LSTM,42,ID_201,2000,288,0.488939219340568,0.277541270555253,0.0773026433740028,0.666426868006556,0.509383474941356,0.0401352941477764
Ausgrid,30,1,LSTM,42,ID_202,2000,476,0.242358389545597,0.133393506444728,0.095059280871368,0.278936024153644,0.268383011186833,0.0969682154103241
Ausgrid,30,1,LSTM,42,ID_203,2000,328,0.478053489019078,0.247395672408345,0.102956876883184,0.648295847100156,0.526917866181777,0.092736231391786
Ausgrid,30,1,LSTM,42,ID_204,2000,249,0.321435080127815,0.176635768809471,0.0725800077060581,0.472043966555139,0.336438415719671,0.0445945970817965
Ausgrid,30,1,LSTM,42,ID_205,2000,268,0.390907163621283,0.174694805263661,0.0886008983729109,0.568678369964607,0.441594495637479,0.114782526768193
Ausgrid,30,1,LSTM,42,ID_206,2000,334,0.403492108253727,0.242113669542349,0.097562016140658,0.562402039949656,0.441599477420681,0.086293963456511
Ausgrid,30,1,LSTM,42,ID_207,2000,365,0.493880751513111,0.250421233826544,0.0704839091641374,0.505384441043988,0.529455293664485,0.0671908328749619
Ausgrid,30,1,LSTM,42,ID_208,2000,405,0.35290534285735,0.199318424463074,0.131327787131392,0.378783297890826,0.393293499125881,0.10269215320949
Ausgrid,30,1,LSTM,42,ID_209,2000,273,0.423445648234837,0.221728547911214,0.117000762118065,0.565050314424856,0.482791507321293,0.122922334354489
Ausgrid,30,1,LSTM,42,ID_21,2000,257,0.595730960521192,0.34234970266789,0.0936227562856462,0.757159033736914,0.632735578858142,0.0584835428469656
Ausgrid,30,1,LSTM,42,ID_210,2000,478,0.551838308233257,0.269777433128448,0.0944149363424803,0.643287519246152,0.630092201204702,0.124194352543689
Ausgrid,30,1,LSTM,42,ID_211,2000,63,0.177883186571088,0.0940092232534285,0.0674617667517782,0.384176060220017,0.158881534706956,-0.119596351452544
Ausgrid,30,1,LSTM,42,ID_212,2000,422,0.702410888944506,0.413487745499166,0.136178923796918,0.827446492659299,0.772034799987592,0.0901823480550422
Ausgrid,30,1,LSTM,42,ID_213,2000,92,0.333491918084652,0.125910386719631,0.0896059708537509,0.750864995894358,0.36495482556316,0.0862104163986808
Ausgrid,30,1,LSTM,42,ID_214,2000,223,0.381157128372473,0.172988265843574,0.0996228772536522,0.54638401436198,0.414354527096418,0.080118344444249
Ausgrid,30,1,LSTM,42,ID_215,2000,326,0.437208681508482,0.228869986912999,0.103751959313637,0.56560601471359,0.488722859420673,0.105405705747538
Ausgrid,30,1,LSTM,42,ID_216,2000,249,0.265104958517934,0.136396352682635,0.109547503519807,0.372074429120406,0.296443419281228,0.105714813434817
Ausgrid,30,1,LSTM,42,ID_217,2000,446,0.391072384619964,0.214376259464513,0.0903127764583535,0.440764316618842,0.438970820222025,0.109115306520453
Ausgrid,30,1,LSTM,42,ID_218,2000,521,0.422576104324574,0.207599949225716,0.0807059022774205,0.545282107385916,0.450990957115552,0.0630053714884097
Ausgrid,30,1,LSTM,42,ID_219,2000,547,0.25993649039632,0.13431379442919,0.123192649476929,0.253087171016063,0.296090465963347,0.122104490765676
Ausgrid,30,1,LSTM,42,ID_22,2000,338,0.575593118730582,0.321913552043907,0.102273119888163,0.818249905242117,0.638790761632174,0.0989332449644639
Ausgrid,30,1,LSTM,42,ID_220,2000,500,0.711774011039925,0.417668775943236,0.143156478487515,0.753557354431698,0.79615313351423,0.105983533722783
Ausgrid,30,1,LSTM,42,ID_221,2000,195,0.426876344552121,0.235472624733531,0.0687352819690908,0.598459184569089,0.454624153416854,0.0610346121212153
Ausgrid,30,1,LSTM,42,ID_222,2000,246,0.31545686935285,0.181664258646928,0.10664388221689,0.399550638086894,0.316213535873199,0.00239289731307424
Ausgrid,30,1,LSTM,42,ID_223,2000,651,0.447282757286678,0.261647544383793,0.0951665441035485,0.466514799781728,0.497717264972681,0.101331641948911
Ausgrid,30,1,LSTM,42,ID_224,2000,703,0.548111217855949,0.320615145743272,0.163615288912224,0.510918411227429,0.626440655067533,0.125038878907276
Ausgrid,30,1,LSTM,42,ID_225,2000,306,0.372330952024994,0.196828344698138,0.10619821791928,0.405899605849478,0.383715213785764,0.0296685180878066
Ausgrid,30,1,LSTM,42,ID_226,2000,522,0.495758793998576,0.27131870716067,0.146045942601524,0.56866559497204,0.572685520474645,0.134326299034612
Ausgrid,30,1,LSTM,42,ID_227,2000,399,0.225730758841649,0.116071082919242,0.0991203592092746,0.264124108575918,0.240905475779731,0.0629903363091543
Ausgrid,30,1,LSTM,42,ID_228,2000,214,0.573712294414461,0.369760399133265,0.115667801293238,0.856763727047913,0.531187456305189,-0.0800561790465921
Ausgrid,30,1,LSTM,42,ID_229,2000,332,0.513726664048051,0.243435455306407,0.0998390189674673,0.62064101049273,0.500033748965383,-0.0273839818032273
Ausgrid,30,1,LSTM,42,ID_23,2000,489,0.350483770574789,0.185113565682709,0.113747637501392,0.369672450574905,0.39434885687866,0.111234216959752
Ausgrid,30,1,LSTM,42,ID_230,2000,169,0.27165827959518,0.161219142470509,0.069655969126969,0.480076412229842,0.284922180978444,0.0465527160353584
Ausgrid,30,1,LSTM,42,ID_231,2000,252,0.796496634975324,0.372777768449494,0.156206745840906,1.13568454950179,0.900454897797001,0.115450827216349
Ausgrid,30,1,LSTM,42,ID_232,2000,349,0.451127391378717,0.254089532312473,0.119093820321731,0.517337817063314,0.462363834159221,0.0243021662819651
Ausgrid,30,1,LSTM,42,ID_233,2000,200,0.204789607323546,0.111647920161575,0.0830102500662927,0.287971991137208,0.225956739905969,0.0936778101473364
Ausgrid,30,1,LSTM,42,ID_234,2000,144,0.333487971521691,0.164780489646885,0.101147994262015,0.526575876823848,0.324655511734821,-0.0272056363364148
Ausgrid,30,1,LSTM,42,ID_235,2000,642,0.381232678448647,0.1960611094602,0.137830647137023,0.356705056780809,0.426637014386321,0.10642380854597
Ausgrid,30,1,LSTM,42,ID_236,2000,407,0.432904133983945,0.247979040597612,0.135791760973634,0.425035243835389,0.467709003632077,0.0744156502822226
Ausgrid,30,1,LSTM,42,ID_237,2000,521,0.363605366089562,0.169215442513246,0.0850339958114036,0.417638189556672,0.431285760113062,0.15692703140896
Ausgrid,30,1,LSTM,42,ID_238,2000,238,0.402091850754672,0.222269893495336,0.141681413232795,0.547838122519648,0.450759009599049,0.107967135005613
Ausgrid,30,1,LSTM,42,ID_239,2000,246,0.258773016468666,0.132547102087048,0.106042346152354,0.38238026494425,0.266673760139839,0.0296270006731418
Ausgrid,30,1,LSTM,42,ID_24,2000,153,0.273003795349421,0.142954230681371,0.0784272806363212,0.398862536867728,0.282639493918042,0.0340918335051028
Ausgrid,30,1,LSTM,42,ID_240,2000,406,0.210356290329471,0.137675407111692,0.0803499963061387,0.258387798609636,0.217460088511282,0.0326671355210179
Ausgrid,30,1,LSTM,42,ID_241,2000,230,0.296540731004938,0.149759090057521,0.117064485581112,0.400247258673403,0.320382841301794,0.0744175630629278
Ausgrid,30,1,LSTM,42,ID_242,2000,349,0.661842387701273,0.356020221576103,0.106919843960219,0.712419401806543,0.685082316975578,0.0339228275178689
Ausgrid,30,1,LSTM,42,ID_243,2000,220,0.33081917846362,0.184057195388792,0.0520555360817136,0.530942918767844,0.319344696179035,-0.0359313382118989
Ausgrid,30,1,LSTM,42,ID_244,2000,237,0.270189523588545,0.153245423404127,0.10195831078813,0.357414010789322,0.291830164455437,0.0741549144080926
Ausgrid,30,1,LSTM,42,ID_245,2000,217,0.19201754981167,0.104252693199694,0.0547370438459721,0.322010016771178,0.197014100343815,0.025361385420764
Ausgrid,30,1,LSTM,42,ID_246,2000,312,0.430114893542846,0.255706925639897,0.0971991289539526,0.517659328951135,0.458967217695301,0.0628635838030807
Ausgrid,30,1,LSTM,42,ID_247,2000,413,0.217063284941298,0.139066265101321,0.0719899193554296,0.254822510872481,0.225320148632163,0.0366450303756197
Ausgrid,30,1,LSTM,42,ID_248,2000,342,0.773224181836122,0.422464235563793,0.142908081453602,0.907251047211104,0.851481976462121,0.0919077523533235
Ausgrid,30,1,LSTM,42,ID_249,2000,303,0.432544906470319,0.25418378330479,0.115187424828453,0.476279622384915,0.464846677639774,0.0694890868822932
Ausgrid,30,1,LSTM,42,ID_25,2000,487,0.718829899639759,0.341462745054016,0.115456135502692,0.661007980045658,0.730377098851947,0.0158099141256461
Ausgrid,30,1,LSTM,42,ID_250,2000,154,0.284429303334015,0.18415818718645,0.0755255717827974,0.524498748995345,0.275400891698715,-0.0327827973962305
Ausgrid,30,1,LSTM,42,ID_251,2000,306,0.779653683425556,0.376707467972857,0.131876468779695,0.915492329846548,0.792907013686389,0.0167148606735307
Ausgrid,30,1,LSTM,42,ID_252,2000,458,0.25014298152801,0.154048423411311,0.107540275114791,0.293734124011223,0.297785557015318,0.159989544035734
Ausgrid,30,1,LSTM,42,ID_253,2000,221,0.494973748465553,0.347811763073552,0.119355625918557,0.605336677745506,0.504421159736563,0.0187292128584466
Ausgrid,30,1,LSTM,42,ID_254,2000,341,0.657343309561225,0.342582723389592,0.100296507409403,0.794912346078209,0.697112513063947,0.0570484717422854
Ausgrid,30,1,LSTM,42,ID_255,2000,144,0.605959838443418,0.348477158924475,0.0980834960251565,0.810848892870253,0.629832695079244,0.0379034890096044
Ausgrid,30,1,LSTM,42,ID_256,2000,245,0.668225393508089,0.368987040016524,0.0986834913766854,1.0028186638368,0.730797179452941,0.0856212745534839
Ausgrid,30,1,LSTM,42,ID_257,2000,209,0.487797282668865,0.226305955983089,0.0839147503047242,0.83112927593299,0.508385065743026,0.0404964355986173
Ausgrid,30,1,LSTM,42,ID_258,2000,294,0.344117138067912,0.207658206700016,0.113645025782005,0.326078426021286,0.315951087985544,-0.0891468684660965
Ausgrid,30,1,LSTM,42,ID_259,2000,359,0.163134763643755,0.0900732837215775,0.0814061975507273,0.185612018990708,0.184283282657768,0.114760919758999
Ausgrid,30,1,LSTM,42,ID_26,2000,176,0.467083690277007,0.235694865398761,0.0845247358445542,0.727942144264366,0.470762811431133,0.00781523320192112
Ausgrid,30,1,LSTM,42,ID_260,2000,250,0.689021488559106,0.335005185946471,0.10837147269865,0.977902860639305,0.707058855748761,0.0255104183237389
Ausgrid,30,1,LSTM,42,ID_261,2000,216,0.21288147956532,0.108858893430451,0.0631873909752957,0.287692588717699,0.222480696910591,0.0431462930427995
Ausgrid,30,1,LSTM,42,ID_262,2000,163,0.331741378976916,0.190283620539811,0.0983228746226781,0.53080264036599,0.342387955361071,0.0310950669188317
Ausgrid,30,1,LSTM,42,ID_263,2000,361,0.28599532249908,0.16468635715308,0.10557306532314,0.344605616692686,0.299771508808824,0.0459556225489379
Ausgrid,30,1,LSTM,42,ID_264,2000,348,0.262784978420932,0.13660862792933,0.123489181588784,0.343484308864941,0.299026018103758,0.121196944375091
Ausgrid,30,1,LSTM,42,ID_265,2000,224,0.249061632095175,0.141538125917658,0.0812864334514278,0.325959132003427,0.250456469209682,0.00556917982158245
Ausgrid,30,1,LSTM,42,ID_266,2000,713,0.525358030192537,0.329136926272884,0.131339507548134,0.530934782711903,0.607267100313998,0.134881455094651
