Condition,Source,Target,Model,Seed,Site_ID,RMSE_kW,Skill_vs_naive,Skill_vs_smart
baseline_15min,DKASC,Ausgrid,GBM,123,218,0.4969007793949443,-0.08142141969312822,0.4427241641720685
baseline_15min,DKASC,Ausgrid,GBM,123,219,0.30060196793977756,0.07512918215421271,0.22199097470912188
baseline_15min,DKASC,Ausgrid,GBM,123,22,0.6216611846066253,-0.01969937918644571,0.11618443184026761
baseline_15min,DKASC,Ausgrid,GBM,123,220,0.7324359684202387,-0.008130581032547157,0.30699481488542557
baseline_15min,DKASC,Ausgrid,GBM,123,221,0.47716088742398416,-0.10985431942102886,0.3396618042554088
baseline_15min,DKASC,Ausgrid,GBM,123,222,0.33972819617190075,-0.10506742777872224,0.45921031584866434
baseline_15min,DKASC,Ausgrid,GBM,123,223,0.5239428883849178,-0.06650287672494004,0.04786583782182474
baseline_15min,DKASC,Ausgrid,GBM,123,224,0.6117083182038849,0.03403997728352737,0.07998487280555089
baseline_15min,DKASC,Ausgrid,GBM,123,225,0.3891723554905751,-0.076009317764415,0.35483826705892907
baseline_15min,DKASC,Ausgrid,GBM,123,226,0.5982858500987309,0.008998806115633862,-0.2171377237386356
baseline_15min,DKASC,Ausgrid,GBM,123,227,0.2678007758601288,-0.07643083826178798,0.41624726576738236
baseline_15min,DKASC,Ausgrid,GBM,123,228,0.5552579342043131,-0.04384828521404449,0.36839957195920636
baseline_15min,DKASC,Ausgrid,GBM,123,229,0.52169287599834,-0.13042697839676132,0.5358230032436432
baseline_15min,DKASC,Ausgrid,GBM,123,23,0.3676176572924164,0.029914345292353928,0.35187890462689697
baseline_15min,DKASC,Ausgrid,GBM,123,230,0.35895629765019293,-0.1556004733551537,0.45765322510115736
baseline_15min,DKASC,Ausgrid,GBM,123,231,0.8448593965027278,0.014998585832997291,0.19122548516803994
baseline_15min,DKASC,Ausgrid,GBM,123,232,0.5026012717660392,-0.08439101803136606,0.5105500935274729
baseline_15min,DKASC,Ausgrid,GBM,123,233,0.2560351117414686,-0.055129677838912095,0.2300335408837737
baseline_15min,DKASC,Ausgrid,GBM,123,234,0.4157786802926455,-0.17319858971623825,0.44482151939104875
baseline_15min,DKASC,Ausgrid,GBM,123,235,0.4050804710248011,-0.004958077558163021,0.29159863177038126
baseline_15min,DKASC,Ausgrid,GBM,123,236,0.42626428009709,-0.037242034014437486,0.24694407143800157
baseline_15min,DKASC,Ausgrid,GBM,123,237,0.4182646031238912,0.024172537632187296,0.2032284083188064
baseline_15min,DKASC,Ausgrid,GBM,123,238,0.45824937312118263,0.008657914824314328,0.3066247380746472
baseline_15min,DKASC,Ausgrid,GBM,123,239,0.2708408202765222,-0.04667176797213113,0.4600130347416017
baseline_15min,DKASC,Ausgrid,GBM,123,24,0.33564978471824447,-0.12142709792486395,0.4472724512444033
baseline_15min,DKASC,Ausgrid,GBM,123,240,0.23991824336025988,-0.1366011965483762,0.16027005424058882
baseline_15min,DKASC,Ausgrid,GBM,123,241,0.3147996059250595,-0.03179910057039481,0.3707288172318224
baseline_15min,DKASC,Ausgrid,GBM,123,242,0.7029204316526941,-0.03953184149902267,0.4933309885025011
baseline_15min,DKASC,Ausgrid,GBM,123,243,0.37598578245536196,-0.1802446710206611,0.44835082552479477
baseline_15min,DKASC,Ausgrid,GBM,123,244,0.33310126695484055,-0.052494961639347304,0.3806451808555089
baseline_15min,DKASC,Ausgrid,GBM,123,245,0.22246755705383217,-0.08548563413141985,0.5130317178296095
baseline_15min,DKASC,Ausgrid,GBM,123,246,0.475952369559838,-0.09464752107427765,0.28047200665276717
baseline_15min,DKASC,Ausgrid,GBM,123,247,0.2820258530261526,-0.12263279686221873,0.3432752208476204
baseline_15min,DKASC,Ausgrid,GBM,123,248,0.7952739727658812,-0.038282883739418905,0.17432195989318644
baseline_15min,DKASC,Ausgrid,GBM,123,249,0.4740243628772133,-0.09132828698072726,0.1277272260974034
baseline_15min,DKASC,Ausgrid,GBM,123,25,0.6823730472949067,-0.02940858751872133,0.46226565024270105
baseline_15min,DKASC,Ausgrid,GBM,123,250,0.2690935078557346,-0.047447201239879444,0.11486828302043439
baseline_15min,DKASC,Ausgrid,GBM,123,251,0.8121387467232716,-0.04756933921927198,0.07608376716718257
baseline_15min,DKASC,Ausgrid,GBM,123,252,0.27754512978468,0.0712612120923154,0.21118880769008097
baseline_15min,DKASC,Ausgrid,GBM,123,253,0.5468777274768867,-0.1032117090124427,0.2775571189998012
baseline_15min,DKASC,Ausgrid,GBM,123,254,0.7263139396915724,0.004651726196523542,0.4113775566674157
baseline_15min,DKASC,Ausgrid,GBM,123,255,0.6737662548986597,-0.177442346670045,0.34910976256999404
baseline_15min,DKASC,Ausgrid,GBM,123,256,0.7991021119719582,-0.10315224806413847,0.27496160519957735
baseline_15min,DKASC,Ausgrid,GBM,123,257,0.5196420930665435,-0.0700508282213208,0.4897023479124645
baseline_15min,DKASC,Ausgrid,GBM,123,258,0.33463943985301253,-0.10279515988585364,0.5417275403483077
baseline_15min,DKASC,Ausgrid,GBM,123,259,0.18305690350701176,-0.03486842082772168,0.31286287105474697
baseline_15min,DKASC,Ausgrid,GBM,123,26,0.5845687682400235,-0.19064508995788376,0.3327662424642843
baseline_15min,DKASC,Ausgrid,GBM,123,260,0.7192436291662437,-0.03599895294142996,0.45040907581474454
baseline_15min,DKASC,Ausgrid,GBM,123,261,0.2849244572213175,-0.07432259435401756,0.4836996851197797
baseline_15min,DKASC,Ausgrid,GBM,123,262,0.384987127406095,-0.11224714170667571,0.36849384965189524
baseline_15min,DKASC,Ausgrid,GBM,123,263,0.31778031652969774,-0.08284334902368617,0.4038860841234261
baseline_15min,DKASC,Ausgrid,GBM,123,264,0.27682074773303944,0.044593915764695735,0.21069326274950484
baseline_15min,DKASC,Ausgrid,GBM,123,265,0.2639734987468533,-0.081050911286767,0.47346781654646164
baseline_15min,DKASC,Ausgrid,GBM,123,266,0.5826315954699871,-0.023947659788960074,0.16454510944545553
baseline_15min,DKASC,Ausgrid,GBM,123,267,0.9668147759568869,-0.007484073853470052,0.12832598366503278
baseline_15min,DKASC,Ausgrid,GBM,123,268,0.47671121458455107,-0.04246655302199165,0.32746159404625663
baseline_15min,DKASC,Ausgrid,GBM,123,269,0.3617762276615277,-0.033939268478196505,0.17887764516181826
baseline_15min,DKASC,Ausgrid,GBM,123,27,0.4659255909815318,-0.0037631585205599727,0.33817060345335825
baseline_15min,DKASC,Ausgrid,GBM,123,270,0.47301979624739976,0.007903029438066533,0.2223992860960592
baseline_15min,DKASC,Ausgrid,GBM,123,271,0.505978846139699,0.033514043761945334,0.27501594456538325
baseline_15min,DKASC,Ausgrid,GBM,123,272,0.4474026900514015,-0.009632749609881364,0.351575116979594
baseline_15min,DKASC,Ausgrid,GBM,123,273,0.6453450970035111,-0.061728612053739695,0.34926995054495436
baseline_15min,DKASC,Ausgrid,GBM,123,274,0.43517850466364166,-0.1334619305269995,0.3471048637955866
baseline_15min,DKASC,Ausgrid,GBM,123,275,0.5389833646535621,-0.08441456389529,0.5088025714393118
baseline_15min,DKASC,Ausgrid,GBM,123,276,0.6610595461502978,-0.09693953344929906,0.21745669984194516
baseline_15min,DKASC,Ausgrid,GBM,123,277,0.31507724731975784,-0.25406589764772014,0.3846932299529756
baseline_15min,DKASC,Ausgrid,GBM,123,278,0.15873432630378273,-0.07638604967399298,-0.01798261356219677
baseline_15min,DKASC,Ausgrid,GBM,123,279,0.6334632093623803,-0.08373918344779674,0.338958680574157
baseline_15min,DKASC,Ausgrid,GBM,123,28,0.34819422816785045,-0.019388582835861312,0.3173022902774535
baseline_15min,DKASC,Ausgrid,GBM,123,280,0.4752210171424762,-0.02897167202298978,0.25415536481297507
baseline_15min,DKASC,Ausgrid,GBM,123,281,0.4640376688910671,-0.013515897884200934,0.23579386021738258
baseline_15min,DKASC,Ausgrid,GBM,123,282,0.35747338398764955,-0.08346513436062186,0.3443029701199133
baseline_15min,DKASC,Ausgrid,GBM,123,283,0.2354336715153862,-0.09668182701524208,0.3916837299392937
baseline_15min,DKASC,Ausgrid,GBM,123,284,0.3885852097601702,-0.07448915964009517,0.39249037172872303
baseline_15min,DKASC,Ausgrid,GBM,123,285,0.4727598314618672,-0.0670912744850305,0.46487960286849694
baseline_15min,DKASC,Ausgrid,GBM,123,286,0.4388512005514859,-0.029722725814659734,0.3842409991943483
baseline_15min,DKASC,Ausgrid,GBM,123,287,0.5235006743278358,-0.025102050282155508,0.20352111824978192
baseline_15min,DKASC,Ausgrid,GBM,123,288,0.5509676218161801,-0.01164634359081318,0.14999943268032867
baseline_15min,DKASC,Ausgrid,GBM,123,289,0.6503637540108262,0.05440994344299788,0.14849439573924517
baseline_15min,DKASC,Ausgrid,GBM,123,29,0.36639944751710357,-0.0350071881651397,0.2508682186522929
baseline_15min,DKASC,Ausgrid,GBM,123,290,0.5359919818352656,0.030682100979587124,0.28057011764772843
baseline_15min,DKASC,Ausgrid,GBM,123,291,0.2548071130762406,-0.0034418505905440266,0.16045166550771073
baseline_15min,DKASC,Ausgrid,GBM,123,292,0.5515770574929338,0.02470395983408158,0.22208871616441828
baseline_15min,DKASC,Ausgrid,GBM,123,293,0.9217713016985457,0.00988652023023251,0.29434933394747287
baseline_15min,DKASC,Ausgrid,GBM,123,294,0.6274688594252458,-0.09370412397648753,0.2771996339316328
baseline_15min,DKASC,Ausgrid,GBM,123,295,0.35206742536205726,-0.0528019246806366,0.3487140470166564
baseline_15min,DKASC,Ausgrid,GBM,123,296,0.2703921493682556,-0.014966653495164683,0.4222261290238888
baseline_15min,DKASC,Ausgrid,GBM,123,297,0.35861182267658087,-0.12063551712543319,0.2379910961761672
baseline_15min,DKASC,Ausgrid,GBM,123,298,0.1709960370929882,-0.29410865374797956,0.20749819739838793
baseline_15min,DKASC,Ausgrid,GBM,123,299,0.7157304546421582,-0.04218761808345417,0.36035802960596686
baseline_15min,DKASC,Ausgrid,GBM,123,3,0.226619394243344,-0.03397306660235011,0.4879639653027642
baseline_15min,DKASC,Ausgrid,GBM,123,30,0.30805212054823183,-0.004832071508671598,0.23074651808875535
baseline_15min,DKASC,Ausgrid,GBM,123,300,0.6057772631524797,-0.043026530737968915,0.5302866562211186
baseline_15min,DKASC,Ausgrid,GBM,123,31,0.3321092037201355,-0.10251341738210318,0.3226183353476255
baseline_15min,DKASC,Ausgrid,GBM,123,32,0.45059991771437613,0.0062218757926825186,0.3545315848087681
baseline_15min,DKASC,Ausgrid,GBM,123,33,0.6482228092120882,-0.06932978661576716,0.48206900921262064
baseline_15min,DKASC,Ausgrid,GBM,123,34,0.4803362558536644,-0.031595582284339674,0.44200122870506975
baseline_15min,DKASC,Ausgrid,GBM,123,35,0.6623910426887001,-0.09077760557437542,0.3952787610405549
baseline_15min,DKASC,Ausgrid,GBM,123,36,0.2833447542902289,-0.04270942307561598,0.17325933756941903
baseline_15min,DKASC,Ausgrid,GBM,123,37,0.49905616625722493,-0.04035987446012057,0.30378796064705693
baseline_15min,DKASC,Ausgrid,GBM,123,38,0.44899436818812666,0.009508003295920942,0.39631791439929565
baseline_15min,DKASC,Ausgrid,GBM,123,39,0.4470102530710282,-0.04889490562612653,0.24772841538627766
baseline_15min,DKASC,Ausgrid,GBM,123,4,0.3969604238754646,-0.0810019546370564,0.4381513655844914
baseline_15min,DKASC,Ausgrid,GBM,123,40,0.22662447870094238,-0.15265300412610672,0.1241017046124897
baseline_15min,DKASC,Ausgrid,GBM,123,41,0.30220002023329295,-0.06855290612866649,0.25062086749567636
baseline_15min,DKASC,Ausgrid,GBM,123,42,0.4928087192259415,-0.1405565120711343,0.16717191444986013
baseline_15min,DKASC,Ausgrid,GBM,123,43,0.3650377299606252,0.0038545367284670284,0.35702140480535893
baseline_15min,DKASC,Ausgrid,GBM,123,44,0.4451551896925269,-0.06412020447871969,0.34454595423256174
baseline_15min,DKASC,Ausgrid,GBM,123,45,0.3183687533173361,-0.04727096203118486,0.40495126008322146
baseline_15min,DKASC,Ausgrid,GBM,123,46,0.49049419981177006,-0.013576024174418277,0.2027477244658401
baseline_15min,DKASC,Ausgrid,GBM,123,47,0.4292269222657004,-0.0589925753592524,0.4778486653383759
baseline_15min,DKASC,Ausgrid,GBM,123,48,0.5672218002338297,0.02523374574341375,0.11469744344361066
baseline_15min,DKASC,Ausgrid,GBM,123,49,0.5849959621618475,-0.019974367510122493,0.3495450234975458
baseline_15min,DKASC,Ausgrid,GBM,123,5,0.49114345804409854,-0.006007269530391657,0.33523090886802265
baseline_15min,DKASC,Ausgrid,GBM,123,50,0.4937138299341986,0.050487440829161345,0.06890697561293779
baseline_15min,DKASC,Ausgrid,GBM,123,51,0.42724681812752374,-0.015627966328110476,0.4074312502588786
baseline_15min,DKASC,Ausgrid,GBM,123,52,0.6939651176624423,-0.049608740639766946,-0.046386267544734405
baseline_15min,DKASC,Ausgrid,GBM,123,53,0.4342194029475765,-0.13643987527751156,0.2783463401036338
baseline_15min,DKASC,Ausgrid,GBM,123,54,0.3992750889646158,-0.10765827762857016,0.4468810352470939
baseline_15min,DKASC,Ausgrid,GBM,123,55,0.48637223401422414,-0.09390800809002964,0.26974197891694995
baseline_15min,DKASC,Ausgrid,GBM,123,56,0.6248249674512145,-0.07955703343947729,0.06990834471626839
baseline_15min,DKASC,Ausgrid,GBM,123,57,0.7915164108410365,-0.006593377605906836,0.3894754682681434
baseline_15min,DKASC,Ausgrid,GBM,123,58,1.0918509696404175,-0.06281449606571687,0.02015813254953225
baseline_15min,DKASC,Ausgrid,GBM,123,59,0.42687302978353286,-0.038692222328161385,0.3742289643525222
baseline_15min,DKASC,Ausgrid,GBM,123,6,0.4431316784686705,-0.038556579055985196,0.2454358876394428
baseline_15min,DKASC,Ausgrid,GBM,123,60,0.3606715040596306,-0.03586115704989945,0.4199079725971887
baseline_15min,DKASC,Ausgrid,GBM,123,61,0.46566191587907607,-0.030880592445779786,0.2437183759836521
baseline_15min,DKASC,Ausgrid,GBM,123,62,0.6548605284379095,-0.007992556877558954,0.3935174289455666
baseline_15min,DKASC,Ausgrid,GBM,123,63,0.3184861034421434,-0.03537843825381559,0.2966774068622553
baseline_15min,DKASC,Ausgrid,GBM,123,64,0.35180662546812974,-0.019549756352858383,0.3285318758858078
baseline_15min,DKASC,Ausgrid,GBM,123,65,0.4919968831101756,-0.13816840755229842,0.3710023805233327
baseline_15min,DKASC,Ausgrid,GBM,123,66,0.29060497883639164,-0.04086984867179133,0.2501936943781956
baseline_15min,DKASC,Ausgrid,GBM,123,67,0.3882587402886337,-0.021238247613396766,0.251916979160522
baseline_15min,DKASC,Ausgrid,GBM,123,68,0.39511638066516147,-0.0652604145187139,0.1056941362752799
baseline_15min,DKASC,Ausgrid,GBM,123,69,0.36930501932137044,-0.07339423230789177,0.28259318659779764
baseline_15min,DKASC,Ausgrid,GBM,123,7,0.29195624494251937,-0.051929231314034485,0.31265664217028677
baseline_15min,DKASC,Ausgrid,GBM,123,70,0.5612019746426057,-0.07888628301377665,0.36323196626440923
baseline_15min,DKASC,Ausgrid,GBM,123,71,0.5338593943468392,0.03335688387237856,0.2401420808495247
baseline_15min,DKASC,Ausgrid,GBM,123,72,0.4181502121002271,0.00845830535463088,0.12254072493751078
baseline_15min,DKASC,Ausgrid,GBM,123,73,0.2914187384439655,-0.028754330255071237,0.32488605403909043
baseline_15min,DKASC,Ausgrid,GBM,123,74,0.7432461680439646,-0.07943856989119236,0.4253112768739603
baseline_15min,DKASC,Ausgrid,GBM,123,75,0.9794796872049851,-0.014896714851198922,-0.3450992036000986
baseline_15min,DKASC,Ausgrid,GBM,123,76,0.47198805605306077,-0.08200547213775278,-0.02926512538988879
baseline_15min,DKASC,Ausgrid,GBM,123,77,0.4278005967250501,-0.0033229993399557234,0.3933385513166393
baseline_15min,DKASC,Ausgrid,GBM,123,78,0.6536493279278061,0.004480851150897469,0.18220964534677553
baseline_15min,DKASC,Ausgrid,GBM,123,79,0.5803434901201913,-0.050206382485884715,0.352253936576601
baseline_15min,DKASC,Ausgrid,GBM,123,8,0.6230086397202692,-0.1379004127630732,0.2999290395261832
baseline_15min,DKASC,Ausgrid,GBM,123,80,0.9561450370040915,0.04356456232596739,0.050472703891531134
baseline_15min,DKASC,Ausgrid,GBM,123,81,0.4041857082370261,-0.03007982385530683,-0.04898451097040035
baseline_15min,DKASC,Ausgrid,GBM,123,82,0.9471221572453189,0.03147417878172809,0.39568864648092306
baseline_15min,DKASC,Ausgrid,GBM,123,83,0.43918842049254253,0.013110670890971399,0.30985489381385056
baseline_15min,DKASC,Ausgrid,GBM,123,84,0.5126680677419497,-0.021498996265437054,0.27762731620609316
baseline_15min,DKASC,Ausgrid,GBM,123,85,0.9711726315529134,-0.003458928071719658,0.20498756870955592
baseline_15min,DKASC,Ausgrid,GBM,123,86,0.5185130056928738,0.0029676423782193373,0.43155264569630836
baseline_15min,DKASC,Ausgrid,GBM,123,87,0.1863255581468826,-0.1398699192614481,0.3079055162503359
baseline_15min,DKASC,Ausgrid,GBM,123,88,0.22358663857844044,-0.017094400768555618,0.21991269543390246
baseline_15min,DKASC,Ausgrid,GBM,123,89,0.5627041704463849,-0.1055399637145038,0.4636151329086251
baseline_15min,DKASC,Ausgrid,GBM,123,9,0.21883971729777016,-0.11273597895520893,0.31151208458494273
baseline_15min,DKASC,Ausgrid,GBM,123,90,0.21686557649973803,-0.03336181895901991,0.3383699578681152
baseline_15min,DKASC,Ausgrid,GBM,123,91,0.5872048044032491,-0.013256700444292502,0.32825622169341107
baseline_15min,DKASC,Ausgrid,GBM,123,92,0.31563650442954744,-0.09723024649981582,0.338385513172652
baseline_15min,DKASC,Ausgrid,GBM,123,93,0.3804463708762184,-0.07316263475533002,0.3813992475973831
baseline_15min,DKASC,Ausgrid,GBM,123,94,0.44726078639988914,-0.058815378960441755,0.3307114055224115
baseline_15min,DKASC,Ausgrid,GBM,123,95,0.7630427223171067,0.009353060025969917,0.23734850449611766
baseline_15min,DKASC,Ausgrid,GBM,123,96,0.7519237847389277,-0.1012414782518869,0.33538840910418666
baseline_15min,DKASC,Ausgrid,GBM,123,97,0.32479683608621474,0.012783490804127329,0.3215511259546264
baseline_15min,DKASC,Ausgrid,GBM,123,98,0.4664069095916394,-0.052693187938204655,0.36533407547546104
baseline_15min,DKASC,Ausgrid,GBM,123,99,0.3695663176167129,-0.002357890794410622,0.06099937724097959
baseline_15min,DKASC,PVDAQ,GBM,123,1199,2.2498463351932845,-0.7319859845298846,0.38701953097717423
baseline_15min,DKASC,PVDAQ,GBM,123,1239,1.3258271542963587,0.12541444643907051,0.5087566861001325
baseline_15min,DKASC,PVDAQ,GBM,123,1283,13.07684166459615,-0.03761069586778132,0.6986928897170172
baseline_15min,DKASC,PVDAQ,GBM,123,1367,6.878367912599861,-0.2746985921934808,0.4123839270131121
baseline_15min,DKASC,PVDAQ,GBM,123,1422,0.3189358729556085,0.007555401374586435,0.6797200741074019
baseline_15min,DKASC,PVDAQ,GBM,123,34,13.59846257106244,0.1374781581017276,0.252758293916843
baseline_15min,DKASC,PVDAQ,GBM,123,4,0.052168651076130106,0.027685388339354522,0.6937227015306562
baseline_15min,HKUST,DKASC,GBM,42,DKASC_1,2.8353352824466387,0.04083588334957633,0.14757031565037515
baseline_15min,HKUST,HKUST,GBM,42,Indoor Sports Centre,0.47917874051764936,0.08333983780497745,0.6327108243415749
baseline_15min,HKUST,HKUST,GBM,42,LSK North,0.7659237318183086,0.05981880317440136,0.627137216343242
baseline_15min,HKUST,HKUST,GBM,42,LSK South,0.29643209047549557,0.08888031817019415,0.6434897701125171
baseline_15min,HKUST,HKUST,GBM,42,Library,1.7367234583306579,0.06541915605234139,0.5808259679041845
baseline_15min,HKUST,HKUST,GBM,42,S H Ho Sports Hall,0.4588459366899208,0.0034369050029525727,0.5692523302728154
baseline_15min,HKUST,HKUST,GBM,42,SQ Apartment1-12,0.24979112044727844,0.04525993083659974,0.6268775446669393
baseline_15min,HKUST,HKUST,GBM,42,SQ Apartment13-24,0.2718671796802139,0.08547049305030008,0.621932832879236
baseline_15min,HKUST,HKUST,GBM,42,SQ Apartment25-36,0.232168891539287,0.08322560252309152,0.6353384681718619
baseline_15min,HKUST,HKUST,GBM,42,SQ Apartment37-48,0.16245579059485907,0.0511742193968836,0.5876172559888524
baseline_15min,HKUST,HKUST,GBM,42,SQ Block P,0.422499829640754,0.07245667490930086,0.6113645535034387
baseline_15min,HKUST,HKUST,GBM,42,SQ Block R,0.4237241318991838,0.07452705466142295,0.5962974301239108
baseline_15min,HKUST,HKUST,GBM,42,SQ Block S,0.3704435955816437,0.028635254940302834,0.6006044881365771
baseline_15min,HKUST,HKUST,GBM,42,SQ1,0.40166372072277806,0.03263451210112889,0.586229830182416
baseline_15min,HKUST,HKUST,GBM,42,SQ2,0.3918278563271052,0.07513741866539947,0.5959912321457254
baseline_15min,HKUST,HKUST,GBM,42,SQ3,0.3823903681461272,0.035128727799891846,0.6347556708621742
baseline_15min,HKUST,HKUST,GBM,42,SQ4,0.41003748981905525,0.08081055151496175,0.6129331214216398
baseline_15min,HKUST,HKUST,GBM,42,SQ567,0.5260201715669702,0.04657066481420069,0.6418806513898219
baseline_15min,HKUST,HKUST,GBM,42,Shaw Auditorium,0.9284074597439023,0.07890074627459365,0.6499347034866985
baseline_15min,HKUST,HKUST,GBM,42,UG Hall2 2F,0.18280442487979284,0.05237857287393688,0.5575980068180297
baseline_15min,HKUST,HKUST,GBM,42,UG Hall2 RF,0.09069109204203399,-0.0019044633861322602,0.5581412491764242
baseline_15min,HKUST,HKUST,GBM,42,UG Hall3,0.35345676267015985,0.05397806738697386,0.5773469189096442
baseline_15min,HKUST,HKUST,GBM,42,UG Hall4,0.3678149610167038,0.058252471028463315,0.6217969039007707
baseline_15min,HKUST,HKUST,GBM,42,UG Hall6,0.3091157985978318,0.08158899482590265,0.6461544494424265
baseline_15min,HKUST,HKUST,GBM,42,UG Hall7,0.26611295977565175,0.02790578632521601,0.628375295325707
baseline_15min,HKUST,HKUST,GBM,42,UG Hall8,0.3108976191228085,0.07884765813772776,0.6155792995204281
baseline_15min,HKUST,HKUST,GBM,42,UG Hall9,0.3162325882590452,0.030780081198434672,0.6346656081591858
baseline_15min,HKUST,HKUST,GBM,42,Wong Check She Research Centre,1.306562678131811,0.03709085661763101,0.63415987842892
baseline_15min,HKUST,HKUST,GBM,42,Zone A1,0.35633145286815204,0.05922650822453601,0.5697240591769648
baseline_15min,HKUST,HKUST,GBM,42,Zone A2,2.7222215784365336,0.07403138161608036,0.594317460950436
baseline_15min,HKUST,HKUST,GBM,42,Zone A4,0.7197264016180889,0.05000346933846833,0.5835006251609332
baseline_15min,HKUST,HKUST,GBM,42,Zone A5,0.20830555745605744,0.06048396678642287,0.6454364719908152
baseline_15min,HKUST,HKUST,GBM,42,Zone A6,0.7501102667699605,0.08493059738970976,0.5962366172039215
baseline_15min,HKUST,HKUST,GBM,42,Zone A7,0.12339095999866241,0.059570451676967506,0.6210175074470592
baseline_15min,HKUST,HKUST,GBM,42,Zone D,1.0837943074702967,0.0720232175696881,0.5929763163892279
baseline_15min,HKUST,HKUST,GBM,42,Zone J1,0.30805404612870674,0.07028442697670745,0.6059146050636238
baseline_15min,HKUST,HKUST,GBM,42,Zone J2,0.37634077767846635,0.011354843974341722,0.6244367823066289
baseline_15min,HKUST,HKUST,GBM,42,Zone L2,0.11454848906669136,0.04541278437688312,0.6236959653932781
baseline_15min,HKUST,Ausgrid,GBM,42,1,0.5768344791862069,0.06146868183641474,0.01368727652339441
baseline_15min,HKUST,Ausgrid,GBM,42,10,0.2763052436219013,-2.8645389418491263e-05,0.3188496421102759
baseline_15min,HKUST,Ausgrid,GBM,42,100,0.41994282912527553,-0.027512196009001455,0.36311805286775656
baseline_15min,HKUST,Ausgrid,GBM,42,101,0.2847532944612893,-0.033076527581140436,0.4888743843194947
baseline_15min,HKUST,Ausgrid,GBM,42,102,0.42031374130248844,-0.009473385128211831,0.3524591907290425
baseline_15min,HKUST,Ausgrid,GBM,42,103,0.3807188201099908,-0.03567089747665797,0.4690366046672726
baseline_15min,HKUST,Ausgrid,GBM,42,104,0.9643158909171636,-0.018050126645954068,0.2950498307973244
baseline_15min,HKUST,Ausgrid,GBM,42,105,0.299511234184991,-0.03510523822959066,0.10988607347523338
baseline_15min,HKUST,Ausgrid,GBM,42,106,0.5361639353104858,0.015273499426185055,0.46290254340393444
baseline_15min,HKUST,Ausgrid,GBM,42,107,0.2796080974968017,-0.03383894042444213,0.3746447476073197
baseline_15min,HKUST,Ausgrid,GBM,42,108,0.46187298713817415,0.028765532237695735,0.3387756293411004
baseline_15min,HKUST,Ausgrid,GBM,42,109,0.502792907892404,-0.08906038759317858,0.20088326512251342
baseline_15min,HKUST,Ausgrid,GBM,42,11,0.4166960204623214,-0.030162105159623254,0.33977059669918575
baseline_15min,HKUST,Ausgrid,GBM,42,110,0.4435203909838561,-0.032241729211756276,0.2624597414624792
baseline_15min,HKUST,Ausgrid,GBM,42,111,0.46069271553072155,-0.09404746124335683,0.5047961622340373
baseline_15min,HKUST,Ausgrid,GBM,42,112,0.7478228525721482,0.06295989092523391,0.13567826682706874
baseline_15min,HKUST,Ausgrid,GBM,42,113,0.3619598843373383,-0.07093790950373147,0.3533366900397018
baseline_15min,HKUST,Ausgrid,GBM,42,114,0.8052970920143642,0.0073177070726140325,0.37541397610997296
baseline_15min,HKUST,Ausgrid,GBM,42,115,0.24012677155838383,-0.06337359274512822,0.4331855645698066
baseline_15min,HKUST,Ausgrid,GBM,42,116,0.3270545154742422,-0.002022157378957612,0.2745477716177408
baseline_15min,HKUST,Ausgrid,GBM,42,117,0.241133844832791,0.010566194300288823,0.3399099384829296
baseline_15min,HKUST,Ausgrid,GBM,42,118,0.37837364772058213,-0.00755825095414453,0.46016191141648455
baseline_15min,HKUST,Ausgrid,GBM,42,119,0.39511408781620655,0.03361137294355987,0.34565506308005833
baseline_15min,HKUST,Ausgrid,GBM,42,12,0.3000374896494646,-0.21411980036781442,0.3330060595238762
baseline_15min,HKUST,Ausgrid,GBM,42,120,0.3811758197992724,0.043187689144289276,0.6028146890360169
baseline_15min,HKUST,Ausgrid,GBM,42,121,0.64735416005325,0.01792118172203294,0.03602513398027718
baseline_15min,HKUST,Ausgrid,GBM,42,122,0.3111860156430605,-0.026957751173700917,0.3404934647032275
baseline_15min,HKUST,Ausgrid,GBM,42,123,0.3856686586084408,0.042656924938265894,0.06448025544077807
baseline_15min,HKUST,Ausgrid,GBM,42,124,0.6413850172959927,0.027944008592647007,0.30260981210644233
baseline_15min,HKUST,Ausgrid,GBM,42,125,0.37114471683622274,-0.031779229130312725,0.15410080421084282
baseline_15min,HKUST,Ausgrid,GBM,42,126,0.3754365151059803,0.03712942634882155,0.42297904065236713
baseline_15min,HKUST,Ausgrid,GBM,42,127,0.40073194110666627,-0.02484677867947238,0.2610548306798557
baseline_15min,HKUST,Ausgrid,GBM,42,128,0.2589846016670192,-0.020693907811232704,0.20931428264433471
baseline_15min,HKUST,Ausgrid,GBM,42,129,0.45534038220775597,-0.03744217687685336,0.43147087358673886
baseline_15min,HKUST,Ausgrid,GBM,42,13,0.4367770200419355,0.0072630243962692465,0.36716563146538617
baseline_15min,HKUST,Ausgrid,GBM,42,130,0.3871498766220659,-0.04048141313993292,0.3128653583099723
baseline_15min,HKUST,Ausgrid,GBM,42,131,0.4952244150972964,-0.10527015941290596,0.42244997515354965
baseline_15min,HKUST,Ausgrid,GBM,42,132,0.17383175008662835,-0.04294424071095637,0.3161707041495414
baseline_15min,HKUST,Ausgrid,GBM,42,133,0.5535136777020632,0.035083149829163496,0.2702726722899267
baseline_15min,HKUST,Ausgrid,GBM,42,134,0.6904949104874114,-0.03773924912162063,0.34639455906846484
