site_id,split,n_rows,start,end
ID_215,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_215,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_216,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_216,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_216,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_217,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_217,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_217,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_218,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_218,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_218,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_219,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_219,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_219,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_22,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_22,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_22,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_220,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_220,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_220,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_221,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_221,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_221,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_222,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_222,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_222,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_223,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_223,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_223,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_224,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_224,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_224,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_225,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_225,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_225,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_226,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_226,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_226,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_227,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_227,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_227,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_228,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_228,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_228,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_229,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_229,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_229,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_23,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_23,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_23,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_230,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_230,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_230,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_231,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_231,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_231,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_232,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_232,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_232,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_233,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_233,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_233,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_234,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_234,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_234,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_235,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_235,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_235,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_236,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_236,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_236,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_237,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_237,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_237,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_238,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_238,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_238,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_239,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_239,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_239,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_24,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_24,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_24,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_240,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_240,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_240,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_241,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_241,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_241,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_242,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_242,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_242,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_243,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_243,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_243,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_244,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_244,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_244,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_245,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_245,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_245,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_246,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_246,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_246,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_247,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_247,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_247,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_248,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_248,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_248,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_249,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_249,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_249,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_25,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_25,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_25,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_250,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_250,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_250,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_251,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_251,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_251,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_252,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_252,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_252,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_253,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_253,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_253,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_254,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_254,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_254,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_255,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_255,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_255,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_256,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_256,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_256,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_257,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_257,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_257,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_258,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_258,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_258,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_259,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_259,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_259,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_26,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_26,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_26,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_260,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_260,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_260,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_261,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_261,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_261,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_262,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_262,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_262,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_263,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_263,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_263,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_264,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_264,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_264,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_265,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_265,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_265,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_266,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_266,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_266,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_267,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_267,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_267,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_268,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_268,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_268,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_269,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_269,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_269,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_27,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_27,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_27,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_270,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_270,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_270,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_271,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_271,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_271,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_272,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_272,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_272,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_273,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_273,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_273,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_274,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_274,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_274,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_275,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_275,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_275,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_276,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_276,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_276,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_277,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_277,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_277,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_278,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_278,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_278,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_279,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_279,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_279,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_28,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_28,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_28,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_280,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_280,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_280,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_281,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_281,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_281,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_282,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_282,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_282,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_283,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_283,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_283,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_284,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_284,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_284,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_285,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_285,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_285,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_286,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_286,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_286,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_287,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_287,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_287,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_288,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_288,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_288,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_289,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_289,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_289,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_29,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_29,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_29,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_290,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_290,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_290,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_291,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_291,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_291,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_292,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_292,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_292,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_293,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_293,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_293,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_294,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_294,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_294,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_295,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_295,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_295,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_296,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_296,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_296,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_297,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_297,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_297,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_298,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_298,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_298,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_299,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_299,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_299,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_3,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_3,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_3,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_30,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_30,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_30,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_300,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_300,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_300,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_31,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_31,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_31,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_32,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_32,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_32,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_33,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_33,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_33,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_34,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_34,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_34,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_35,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_35,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_35,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_36,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_36,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_36,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_37,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_37,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_37,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_38,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_38,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_38,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_39,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_39,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_39,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_4,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_4,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_4,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_40,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_40,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_40,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_41,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_41,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_41,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_42,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_42,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_42,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_43,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_43,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_43,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_44,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_44,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_44,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_45,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_45,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_45,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_46,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_46,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_46,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_47,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_47,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_47,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_48,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_48,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_48,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_49,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_49,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_49,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_5,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_5,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_5,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_50,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_50,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_50,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_51,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_51,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_51,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_52,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_52,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_52,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_53,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_53,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_53,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_54,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_54,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_54,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_55,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_55,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_55,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_56,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_56,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_56,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_57,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_57,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_57,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_58,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_58,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_58,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_59,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_59,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_59,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_6,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_6,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_6,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_60,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_60,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
ID_60,val,7891,2012-08-06 04:30:00,2013-01-17 13:30:00
ID_61,test,7892,2013-01-17 14:00:00,2013-06-30 23:30:00
ID_61,train,36825,2010-07-01 00:00:00,2012-08-06 04:00:00
