site_id,split,n_rare,n_rows,rare_rate_pct
ID_66,test,1119,7892,14.1789
ID_66,train,4008,36825,10.8839
ID_66,val,745,7891,9.4411
ID_67,test,1205,7892,15.2686
ID_67,train,5939,36825,16.1276
ID_67,val,885,7891,11.2153
ID_68,test,958,7892,12.1389
ID_68,train,6034,36825,16.3856
ID_68,val,1096,7891,13.8892
ID_69,test,555,7892,7.0324
ID_69,train,2435,36825,6.6124
ID_69,val,529,7891,6.7038
ID_7,test,1620,7892,20.5271
ID_7,train,8465,36825,22.9871
ID_7,val,1789,7891,22.6714
ID_70,test,782,7892,9.9088
ID_70,train,3315,36825,9.002
ID_70,val,773,7891,9.796
ID_71,test,2236,7892,28.3325
ID_71,train,11636,36825,31.5981
ID_71,val,2392,7891,30.313
ID_72,test,2007,7892,25.4308
ID_72,train,10827,36825,29.4012
ID_72,val,2131,7891,27.0054
ID_73,test,740,7892,9.3766
ID_73,train,5060,36825,13.7407
ID_73,val,851,7891,10.7844
ID_74,test,1195,7892,15.1419
ID_74,train,6057,36825,16.4481
ID_74,val,1174,7891,14.8777
ID_75,test,1577,7892,19.9823
ID_75,train,6294,36825,17.0916
ID_75,val,1537,7891,19.4779
ID_76,test,1032,7892,13.0765
ID_76,train,5163,36825,14.0204
ID_76,val,950,7891,12.039
ID_77,test,1453,7892,18.411
ID_77,train,7835,36825,21.2763
ID_77,val,1837,7891,23.2797
ID_78,test,636,7892,8.0588
ID_78,train,2582,36825,7.0115
ID_78,val,468,7891,5.9308
ID_79,test,1171,7892,14.8378
ID_79,train,5494,36825,14.9192
ID_79,val,1243,7891,15.7521
ID_8,test,1452,7892,18.3984
ID_8,train,7345,36825,19.9457
ID_8,val,1638,7891,20.7578
ID_80,test,2628,7892,33.2995
ID_80,train,12424,36825,33.7379
ID_80,val,2498,7891,31.6563
ID_81,test,1475,7892,18.6898
ID_81,train,6229,36825,16.9151
ID_81,val,1425,7891,18.0585
ID_82,test,1317,7892,16.6878
ID_82,train,6675,36825,18.1263
ID_82,val,1270,7891,16.0943
ID_83,test,2819,7892,35.7197
ID_83,train,10129,36825,27.5058
ID_83,val,2642,7891,33.4812
ID_84,test,480,7892,6.0821
ID_84,train,2907,36825,7.8941
ID_84,val,712,7891,9.0229
ID_85,test,1813,7892,22.9726
ID_85,train,8295,36825,22.5255
ID_85,val,1850,7891,23.4444
ID_86,test,876,7892,11.0998
ID_86,train,4688,36825,12.7305
ID_86,val,802,7891,10.1635
ID_87,test,477,7892,6.0441
ID_87,train,4151,36825,11.2722
ID_87,val,583,7891,7.3882
ID_88,test,1736,7892,21.997
ID_88,train,5939,36825,16.1276
ID_88,val,1660,7891,21.0366
ID_89,test,1308,7892,16.5737
ID_89,train,5894,36825,16.0054
ID_89,val,1334,7891,16.9053
ID_9,test,1338,7892,16.9539
ID_9,train,11631,36825,31.5845
ID_9,val,2445,7891,30.9847
ID_90,test,1067,7892,13.52
ID_90,train,5500,36825,14.9355
ID_90,val,1294,7891,16.3984
ID_91,test,1497,7892,18.9686
ID_91,train,5830,36825,15.8316
ID_91,val,1413,7891,17.9065
ID_92,test,1588,7892,20.1216
ID_92,train,6617,36825,17.9688
ID_92,val,2123,7891,26.9041
ID_93,test,820,7892,10.3903
ID_93,train,4326,36825,11.7475
ID_93,val,803,7891,10.1762
ID_94,test,797,7892,10.0988
ID_94,train,3534,36825,9.5967
ID_94,val,688,7891,8.7188
ID_95,test,1151,7892,14.5844
ID_95,train,4919,36825,13.3578
ID_95,val,1031,7891,13.0655
ID_96,test,978,7892,12.3923
ID_96,train,5223,36825,14.1833
ID_96,val,727,7891,9.213
ID_97,test,907,7892,11.4927
ID_97,train,4487,36825,12.1847
ID_97,val,923,7891,11.6969
ID_98,test,951,7892,12.0502
ID_98,train,3838,36825,10.4223
ID_98,val,856,7891,10.8478
ID_99,test,1808,7892,22.9093
ID_99,train,8404,36825,22.8215
ID_99,val,1755,7891,22.2405
